"Afrocarpus_falcatus","Alangium_chinense","Albizia_gummifera","Allophylus_kiwuensis","Antidesma_spp","Apodytes_dimidiata","Balthasaria_schliebenii","Beilschmiedia_rwandensis","Bersama_abyssinica","Bridelia_brideliifolia","Carapa_grandiflora","Casearia_barteri","Cassipourea_ruwenzorensis","Chrysophyllum_gorungosanum","Chrysophyllum_rwandense","Cleistanthus_polystachyus","Croton_macrostachyus","Croton_megalocarpus","Dichaetanthera_corymbosa","Dombeya_torrida","Drypetes_gerrardii","Drypetes_occidentalis","Ekebergia_capensis","Entandrophragma_excelsum","Ficalhoa_laurifolia","Ficus_oreodryadum","Ficus_sur","Garcinia_volkensii","Grewia_mildbraedii","Harungana_montana","Heinsenia_diervilleoides","Ilex_mitis","Ixora_burundensis","Kuloa_usambarensis","Macaranga_kilimandscharica","Maesa_lanceolata","Magnistipula_butayei","Maytenus_acuminata","Millettia_dura","Musanga_leo-errerae","Myrianthus_holstii","Neoboutonia_macrocalyx","Newtonia_buchananii","Noronhia_africana","Ochna_afzelii","Ocotea_kenyensis","Olea_capensis","Olinia_rochetiana","Parinari_excelsa","Pentadesma_reyndersii","Podocarpus_latifolius","Polyscias_fulva","Prunus_africana","Psychotria_capensis_var_puberula","Psydrax_subcordata","Rapanea_melanophloeos","Rytigynia_kigeziensis","Sapium_ellipticum","Strombosia_scheffleri","Symphonia_globulifera","Syzygium_guineense","Tabernaemontana_stapfiana","Vepris_stolzii","Warneckea_walikalensis","Xymalos_monospora","Zanthoxylum_gillettii"
"113",0,4.15,15.7175,0,0.08,0,29.7475,0.2875,87.8675,0,6.189,0.2885,0.355,0,83.073,7.88,18.3515,107.5385,0,114.7265,0,0.205,189.8,0.275,0,0,0,0,5.773,13.0135,0,22.536,0.066,0,44.4925,25.336,0,0,0,91.325,0,0.11,70.9935,0,0,0,0,0.18,26.1705,0,18.475,0,37.25,1.371,0,0,4.009,37.366,0.4325,52.249,0.446,0.265,0,105.4105,0,0
"114",0.23,14.1025,0,0,0,0.17,1.8295,0,85.688,15.5,14.5635,7.175,0,0,130.0425,0.3555,21.1705,72.054,0,119.1535,0,0.55,72.402,0.145,37.6,0.155,0,0,0.2135,20.7,0,73.7,0.066,0,29.325,3.3645,0,0,0.32,36.4355,56.021,0,0.68,0,0,0,12.91,10.3,71.07,0,0.2015,0,0,0,0,3.25,0,24.1,43.139,42.9235,0.343,7.715,0,55.5025,0,0
"115",0.191,0.279,0,0,0,0,20.588,0.3455,34.6,6.4115,14.548,17.75,0,0,137.541,27,44.155,0.588,0,116.3015,0,0,0.915,1.0415,13.9245,0,0,0,5.625,32.5005,0,135.9,0,0,25.2685,8.2605,0,0,0.3255,59.3005,11.372,0,0.68,0,0,0,12.75,20.75,25.8005,0,10.265,0,0,0.451,0,6.425,0,0,95.596,27.5835,0.228,6.16,0,40.765,0,0
"116",0.23,0,34.825,0,0,0,9.1865,0,0.3585,0.173,39.55,0,0,0,19.577,0,0.206,0,0,67.25,0,17.25,0,0,105.275,10.925,0,0,0,0.0755,0,0,0,0,0,0,0,0,0,11.364,0,0,0,0,72.2375,0,0,0,52.775,11.225,0,0,0.477,0,0,0,0,0,87.924,1.422,0.8,13.37,0,0.474,0,0
"117",0.421,0,8.1,0,0,0,26.073,0,0,7.84,1.0735,0.094,0,0,0.378,0,10.3,0.15,0,31.7325,0,17.25,0,0,59.5075,0,0,0,0,0,0,0.298,0,0,0,0,0,0,8.98,35.597,0,0.1885,0,0,0,0,0,0,0.505,0.2245,0,0,0,0.3865,0,0,0,0,0.4325,0.5335,40.917,0.25,0,4.55,0,0
"118",0,0,8.1,0,0,0,19.1115,0,4.375,0.5325,0.791,0.3485,0,0,0.522,0,0,0,0,0.455,0,0,0,0,0,0,0,0,0.1425,0,0,0,0.066,0,0,0,0,0,0.1625,36.4,0,0,0,0,0.25,0,0,0,0.5505,11.225,0.4005,0,0,0,0,0.0635,0,0.241,0,0.652,91.6625,0.1,0,0,0,0
"119",0,0.0785,0.162,0,0,0,11.9045,0,0,0,0.5415,0.1985,0,0.4475,0.539,0,0,0,0,0.8915,0,0,0.587,0,15,0,0,0,0.1425,0.225,0,0,0,0,0,0,0,0,0.3605,24.475,0,0,0,0,0,0,0,0.2425,0.193,46.3815,0,0,0.147,0.5205,0,0.0635,0,0,0,0.2445,0.5325,0,0,0,0,0
"120",0.421,0,0,0,0,0,20.835,0,0.077,0,0,15.3035,0,1.0855,0.528,0,0,0,0,40.94,0,0.345,49.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0.11,0,0,0,0,0,0.3705,0.563,10.6745,0.2015,0,0,0.1365,0,0,0,0,0.62,0,0.408,0,0,0,0,0
"121",9.895,0,24.3,0,0,0,19.221,0,38.538,0,0.277,10.25,0,0.362,0.15,0,28.9675,0,0,33.0825,0,0,72.12,0,13,0.2185,0,0,7.4815,0,0,22.25,0.196,0,0,0,0,0,0,23.5605,0.246,0,0,0,0,0,0,39.0695,0,95.2265,0,0,34.4,0.3085,0,0,0,12.6335,0,0.299,41.83,0,0,0,0,0
"122",0.23,0.504,8.1,0,0.085,0.412,32.948,0,23.4425,0,0.0675,7.6985,3.3,0.276,0,0.2765,73.475,0,0,0.5285,0,0,71.2975,0.405,0.26,0.2185,0,0,0.6115,0,0,22.25,0.075,0,0,0.059,0,0,19.625,23.072,0,0,0,0,0,0,0,117.1545,0.193,101.93,0,0,57.95,0,0,0,0,0,0,0.5435,6.475,0.115,0,0.075,0,0
"123",0,0.277,0,0,4.25,0,19.2425,0,23.3385,0,5.6625,0.1435,0,0,0,0.0855,10.8115,0,0,51.9,0,0,0.587,0,0.26,21.85,0,0,0.4025,0,0,22.25,0.141,0,0,0.059,0,0,0.883,36.6505,0,0,0,0,0,0,0,101.9685,0,103.226,0.158,0.3,34.4,0.6725,0,0.1275,0,0,0,15.1945,0.372,0.15,0,0,0,0
"124",0.191,0.4525,0.43,0,0,0,21.159,0.2595,23.4425,0,44.8095,15,0,0.9515,0,0.2765,48.9615,0,0,110.1175,0,0,51.139,0.405,0,21.85,0,0,6.1755,0,0,22.25,0.066,0,0.19,2.95,0,0,16.8,42.7755,0,0,0,0,0,0,0,16.3105,1.5225,38.521,0,45.1655,81.85,0.0755,0,0.0635,4.125,0.5585,0,24.749,0,0.27,0,4.7365,0,0
"125",0.23,18.754,0.5345,0,0,0,32.619,0,11.978,0,34.7715,22.5,0,0.6845,0,27.101,27.7,0,0,113.11,0,0,0,15.35,45.085,10.925,0,0,0.31,11.508,0,38.656,0.147,0,19,2.95,0,0,0.7255,46.1755,0.451,0,209.5225,0,0,0,0,17.462,0.193,22.38,9.5,104.107,83.75,32.111,0,0.2025,0.2135,0.266,0,42.4735,0,0.1,0,31.44,0,0
"126",0.421,8.7025,48.5825,0,0,0,12.186,0,11.5,0,22.8965,7.175,0,0,0.15,0,17.25,0,0,65.975,0,0,67.05,0.405,0,0.2185,0,0,0,0,0,22.548,0.066,0,9.634,0.059,0,0.055,0,42.7755,0.1015,0,171.325,0,0,0,0,0.3055,0.9205,0.3695,9.8595,41.007,0.7465,0.0755,0,0,0.125,0.26,16.3965,43.025,0,0.12,0,0.0675,0,0
"127",0.23,0,19.0825,0,0,0,9.9945,0,4.0005,0.473,0.961,17.1,0,0,0,27,0,0,0,76.425,0,0,0.426,0.405,46.8,0.155,0,0,0.335,0,0,0,0,0,58.4,0.059,0,0,11.5,59.675,0.2275,0.11,61.735,0,0,0,0,1.187,0.391,0.225,10.653,13.8875,0,14.0805,0,0.1275,0,0,35.249,27.175,11.525,0.12,0,0,0,0
"128",0.421,0,55.6875,0,0,0,8.8065,0,0,0.1215,0.791,14.405,0,0,0,0,0.3615,0,0,27.109,0,0,0.587,0,18.8,7.75,0,0,0,0,0,1.063,0.081,0,0.134,0.1375,0,9.65,0.168,11.3975,0,0,94.5865,0,38.9825,0,0,22.75,1.2375,0.455,0,0,0.3615,0.1365,0,0,0,12.05,57.428,61.585,42.05,0.22,0,0,0,0
"129",0.345,0,34.8325,0,0,0,37.2835,0,0.2275,0,14.1565,0,0,0,0,0,0.209,0,0,31.065,0,0,0.587,0,42.1185,0.155,0,0,0,0.225,0,0.445,0.1,0,0.634,0.1375,0,5.1965,8.4,47.5135,0,0.5085,243.435,0,0.1575,0,0,23.1205,20.4705,0.0935,0.19,0,0,4.2045,0,6.7675,0,0.5775,0.2685,70.5285,184.948,0,0,0,0,0
"130",0.421,0,8.54,0,0,0,26.949,0,11.577,0,0.791,14.5745,0,0,0,0,0.209,0,0,18.9225,0,0,29.35,0,0,7.75,0,0,0.1125,0,0,0.445,0.13,0,0.19,0,0,5.05,0.168,18.9125,0,0,14.8225,0,8.2145,0,16.404,0.8255,41.5555,0.195,0.6075,0,0.344,4.276,0,5.6385,0,12.8935,0.2685,49.7385,313.329,0.1,0,0,0,0
"131",21.395,0,24.3,0,0,0,11.1055,0,23,0,0,17.9195,0,0,0,0,16.456,33.2,0,0.4255,0,17.25,0,0,0.2635,0.155,0,0,0.159,0,0,0.445,0,0,0,0,0.344,0,26.0625,12.3005,0,0,0.292,0,0,0,46.069,0.225,29.137,0.238,1.4645,0,0.3615,13.9815,0,2.8135,0,41.2275,0,34.6635,328.396,0,0,0.0675,0,0
"132",0.162,2.675,16.2,0,0,29.5295,31.7065,0,66.5,0,0.4195,5.963,0,0.276,0,0,36.85,62.556,0,0,0,0.345,129.0105,0,0.376,0,0,0,0.1425,0,0,0,0,0,0,0,54.0275,0,0.1925,29.197,0,0,0,0,0,0,87.655,0.225,10.5595,0,16.25,0,0,0,0,0,0,107.472,0.2445,32.312,236.085,0,0,0,0,0
"133",0,2.752,0.162,0,4.36,91.05,20.549,0.1525,59.1125,0,0,7.23,17.4,0,0,0,10.45,0,0,0,0,17.25,118.8025,0,0.3,7.75,0,0,7.3225,0,0,6.275,0,0,0,0,32.3775,0,47.39,48.925,0,0,0,27.3275,0,0,38.069,1.0225,0.9095,0.195,64.234,0,0,0.52,0,0.055,0,54.191,0,36.2935,98.716,0,0,0,0,0
"134",0,6.725,8.1,0,5.835,0.382,47.3635,0,50.0145,0,0.2635,21.905,0,0,0.378,0,16.665,13.132,0,0,0,17.25,250.079,0.56,0.285,7.75,0,0,0.2085,0,0,0.1255,0,0,0,0,0.361,0.101,21.485,0.829,0,0,0,11.51,0,0,47.059,0.3195,0.9095,0.8935,46.3705,0,0,0.543,0,0.082,0,79.241,0,61.925,1.8615,0,0,0,0,0
"135",0,37.2775,0.162,0,36.25,0,26.121,12.975,29.6875,0,0,10.2175,12.25,0,0.5545,0,10.45,8.025,0,0.2175,0,0,246.082,0,0,0,0,0,7.191,0,0,0,0,28.45,0,0,0,2.796,26.985,59.55,0,0,0,6.425,0,0,68.05,0,37.8725,5.945,9.926,0,0,0.29,0,4.3775,0.285,63.6125,0,54.4905,1.2385,0.365,0,0,0,0
"136",0,37.4085,0,0,13.61,0,19.459,0,25.638,0,0,7.485,0.139,0.105,0.378,0,0.209,0.332,0,57.625,0,0,202.325,0,0,0.155,0,0,7.125,0,0,0,0,15.3,4.75,0,0,5.05,57.375,34.6605,0.137,0,0,0.44,0,0,26.093,0,40.852,13.085,0.6295,0,0,0.251,0,0.6235,0,63.366,0,8.345,0,5.265,0,0.079,0,0
"137",0,0.805,40.725,0,5.94,0,1.9965,0,25.9965,0,0.17,7.175,0,107.7715,18.9,0,0.3615,0,0,90.575,0,0,74.6525,0.745,0,0,0,0,0,0,0,0.298,0,7.65,66.4925,0.154,0,0,9.1525,29.1755,0.451,0,102,0,0,0,21.139,23.075,1.1415,0,9.8595,0.369,0,0.48,0,0.157,0.361,36.15,0,20.6135,0,5.041,0,27.4665,0,0
"138",13.65,0.079,10.625,0,0.08,0,27.305,0.115,12.725,0,0.447,0.1435,6.95,176.18,0.528,0,0,0.15,0,78.7,0,0,86.1645,14.322,19.0825,0.155,0,0,0.1425,0.1415,0,0.6825,0,0,99.4685,46.425,0.361,0,0.3705,71.6,0.6645,9.625,34,0,0,0,12.75,46.0675,20.0605,0.375,35.4915,0.2605,0,0.446,0,17.8,7.503,0,102.8195,0.545,0,9.885,0,49.1085,0,0
"139",0,4.15,11.27,0,0,0,46.082,0,0.23,0.1215,13.85,0.1435,0,260.1285,0.672,0,0.3615,0,0,66.1,0,0,47.901,0,0.376,0,0,0,0.1425,28.31,0,0.6705,0,0,128.3,22.6275,0,0,0.168,62.525,0.892,0.148,0.272,0,0,0,38.25,0.635,10.6515,0.735,35.3015,0,0,0.061,0,31.332,15.315,0,177.4275,0.7035,0.255,4.865,0,75.0975,0,0
"140",17.441,0,11.1745,0,0,0,19.447,0,0.23,10.9265,14.0995,2.8935,0,106.302,0,0,0,0,0,98.465,0,0,29.35,15.132,102.976,0,0,0,0.1425,19.5,0,58.0645,0,0,81.389,14.8165,0,0,0,66.975,0,0.148,69.46,0,0,0,38.25,0,22.837,20.79,0.392,0,0,0.061,0,9.0635,0,12.05,150.037,0,0,4.835,0,0,0,0
"141",9.78,0,0.162,0,0,0,17.353,0,0,4.5,14.5185,0.436,0,22.587,0,0,10.45,0,0,0.867,0,0,0,28.6,99.45,0.155,0,0,0.1975,0.076,0,0.406,0,0,26.4105,0.154,0,0,0,29.797,0,0,0.68,0,29.375,0,46.3465,0.325,22.938,8.1295,0.6845,0,0,0,0,4.6385,0,0.266,165.399,0,0,4.5,0,0,0,0
"142",17.25,0,0.602,0,0,0,51.98,0,0.23,0.5325,1.2005,0.1985,0,1.2275,0,0,0.209,0,0,27.5015,0,0,0.587,28.6,8.3175,0,0,0,7.125,0,0,0.286,0,0,0.134,0.075,0,0,31.4,43.125,0,0,120.6,0,0,0,12.75,0,22.745,16.2335,0.267,0,0,0.535,0,0,0,32.3965,35.4835,0.145,11.7,0.34,0,0.225,0,0
"143",17.671,0,0,0,0,0,1.2825,0,0,9.625,13.85,0,0,0,0,0,0,0.15,0,27.375,0,0,1.616,28.6,26,11.08,0,0,0,0,0,0,0,0,0,0,0,0,19.375,6.954,0,0,0.6,0,0.2025,0,0,0.3195,0.644,29.6975,0.6605,0,0,0,0,0.082,0,15.875,0.2685,7.25,0,0.15,0,0.225,0,0
"144",9.78,0,8.1,0,0,0,10.6205,0,8.75,0,0.5265,0.055,0,0,0,0,0,0,0,11.9445,0,0,4.786,0.55,38.5075,10.925,0,0,4.625,0,0,0,0,0,0,0,0,0,8.72,36.5255,0,0.11,0,0,0,0,0,0.9035,0,54.6635,0.3605,0,0,0.061,0,0,0,12.6505,0,0.31,0,0,0,0,0,0
"145",9.895,0.077,24.3,0,0,0,28.8095,0,12.8125,0.1925,0.277,5.5,0,0,0,0,0,0,0,37.825,0,0,3.2695,40.905,13,10.925,0,0,0,0,0,0,0,0,0,0,0,0,11.8305,22.947,0,0,0.6,0,0,0,0,38.9435,0.745,22.38,0,0,0,0,0,0,0.1975,28.815,0,0.23,11.4,0,0,0,0,0
"146",0.23,0.3735,8.1,0,0,0.386,17.1035,0,13.6775,0,0.277,0.2,3.825,0,0,0,0,0,0,60.3515,0,0,29.253,1.085,0,0.2185,0,0,0.1125,0,0,0.445,0.2385,0,0,0,0,0,28.385,18.39,0,0,34,0,0,0,0,84.922,19.9975,77.3835,0,0,0.809,0.3085,0,0,0.0825,12.05,0,15.2985,0.127,0,0,0,0,0
"147",0,0.0535,8.912,0,0,0,44.5195,0.2505,17.1,0,0.28,0.055,0,0,0.15,0,10.45,0,0,48.8175,0,13.825,0.8275,42.6475,0,10.925,0,0,0,0,0,22.25,0.1835,0,0,0.115,0,0,0.55,35.472,0.6645,0,243.45,3.72,0,0,0,173.854,0,32.1235,0.3915,0,38.8,0,0,0,0.135,0,0.4325,0.31,15.377,0,0,24.986,0,0
"148",17.25,19.016,9.1075,0,0,0,38.073,0,27.225,0.155,0,0,9.275,0,0,0,10.45,0,0,42.25,0,0,0,71.4905,0.3,10.925,0,0,0.159,0,0,22.25,3.8585,0,0.134,0,0,0,8.5625,86.3255,0.451,0,60.675,0,0,0,19.1,77.5655,0.3575,108.5105,0.2825,0,0.858,0.095,0,6.375,6.924,0,10.5,0.687,0,0.07,0,0,0,0
"149",0.519,17.2675,22.307,0,0,0,0.554,0,25.45,0.1215,0.375,0,0,0.239,0,0,41.8,0,0,117.7015,0,0,0.489,75.0205,30,7.75,0,0,0.159,6.75,0,0.445,6.581,0,13.4,0,0,0.046,0.1625,28.9,0,0,31.2015,0,0,0,0,0,0.462,8.4855,40.05,69.544,0,0.19,0,10.1,0.135,0,0.21,0.5585,0,0,0,0.1735,0,0
"150",26.8,0.819,19.0125,0,0.085,0,1.7075,0.2635,38.575,0,13.675,0,5.8,0,0,0,0.209,0,0,162.325,0,0,0,42.191,19.085,0.2185,0,0,0.159,0.066,0,0.4235,9.875,0,0.134,0,0,0,0.488,33.9475,0.6645,0,0,0,0,0,0,0,0.193,0.4325,0,81.1875,20.375,0.061,0,3.23,0.266,0,0,0,0,0,0,0.086,0,0
"151",0.536,0,33.1475,0,0,0,10.568,0,12.725,8.65,50.745,0,0,0,0.15,0,0,0,0,204.45,0,0,0,45.3535,48.8,0,0,0,0,0,0,0.2535,0.222,0,6.7,7.7,0,0.1175,10.5175,77.8005,0,7.4,0.7145,0,0,0,0,0,60.52,0,0,28.3125,84.665,0,0,0.331,5.059,0,21.625,0.44,0,0,0,0,0,0
"152",0.766,0,106.03,0,0,0,0.687,0,0.3585,8.5,13.225,0,0,0,0,0,0.345,0,0,115.325,0,0,0,0,54.876,10.925,0,0,0.1375,0,0,6.6595,0,0,0,0.2915,0,0,0,82.575,0,0,37.684,0,0,0,0,0,18.5,0.225,0,0,25.069,0,0,0.642,5.75,16.116,18.574,0,0.463,0,0,0.225,0,0
"153",0.345,0,101.2395,0,0,0.212,35.789,0,0,9.075,0.2645,0,0,0,7.8575,0,0,0,0,56.675,0,0,0.587,0,6.84,7.75,0,0,0,0.066,0,0.5625,0,0,0.134,0,0,0,16.8,29.197,0,0,35,0,0.284,0,9.55,0,0.9125,0.42,0,0,0,0.6195,0,17.7575,0,13.572,66.3735,0,111.045,0,0,11.25,0,0
"154",0,0,33.1125,0,0,0,0.9535,0,17.925,0.17,13.225,0.1985,0,0,0.6475,0,0,0,0,47.1225,0,0,0,0,0.2825,0.155,0,0,0,0,0,0.12,0,0,0,0,0,0,0.2025,33.8005,0,0,50.2,0,0,0,9.55,0,44,0.225,0,0,0,0.155,0,33.95,0,24.9605,0.6655,0,163.7845,0,0,0.225,0,0
"155",0,0,46.3,0,0,0,1.557,0,0,0,13.225,7.625,0,0,0.528,0,0.325,49.375,0,0.3575,0,0,1.2905,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,58.147,0,0,0.68,0.12,0,0,0.6,0.3055,79.202,0,0.5285,0,0,0,0,37.5,0,0.241,16.4685,0,213.48,0.09,0,0,0,0
"156",0,0,0.6175,0,0.2205,10,33.5295,0,0,0,0,2.8935,0,0,0.2575,0,16.25,19.6215,0,9.65,0,17.455,43.8385,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0.046,31.738,55.05,0,0,0.1405,0,0,0,0.409,0,34.9,0.195,0.59,0,0.745,0.2135,0,4.582,0,79.2835,0,31.7,36.024,0.09,0,0,0,0
"157",0,0,11.5,0,0,127.25,70.6215,0,13.0835,0,0,9.925,0.116,43.85,0,0,63.4,129.312,0,0,0,27.5,270.25,0.745,13.376,15.5,0,0,5.8225,0,0,0,0,0,0,0,14.236,0,10.2875,36.4,0,0,0,5.37,0,0,0.409,0.1685,97.3725,0.195,1.1445,0,0,0,0,0,0,62.393,0,0.6135,0,0.09,0,0,0,0
"158",0,0,0,0,10.665,51.692,35.932,0,48.7125,0,0.2675,0.1985,32.556,0.276,0.2695,0,43.8,32.231,0,0,0,0,309.837,0,0.285,0,0,0,0.1425,0,0,0,0.081,0,0,0,0.2775,0,37.293,48.8,0,0,0.1405,0,0.2725,0,0,0,53.7575,0.252,11.5575,0,0,9.5,0,15,0,25.05,0,0.7685,0,4.5,0,0,0,0
"159",0,18.752,14,0,0.2205,0,31.717,0,36.95,0,0.0675,0.1985,16.675,92.3645,0,0,68.3385,122.2115,0,0,0,0,356.662,2.22,26.35,0,0,0,0,0,0,0.298,0.066,75.825,0,0,0.2775,0,39.0325,64.525,0,0,0,0.215,0,0,40.4,0.4225,54.002,0.5995,61.5665,0,20.24,0,0,0,0,65.975,0,31.047,0,4.656,0,32.1975,0,0
"160",0,4.2755,0,0,0.08,0,32.662,0,12.725,0,3.48,0.1435,47.6355,49.101,0.694,0,105.745,120.25,0,67.425,0,0,323.987,80.565,0,0.155,0,0,7.435,0,0,29.225,0,0.07,11.05,7.87,0,0,0.1625,42.7755,0,0.11,0,0,0,0,20.609,0.411,35.4925,0,55.775,18.75,18.61,0,0,0,0.246,24.1,14.225,41.2525,0,13.425,0,15.625,0,0
"161",0,0.2375,0.3725,0,0.08,0,14.1075,0,26.1905,0,17.652,0.1435,22.3285,75.867,0.8095,0,73.23,102.7,0,58.6915,0,0,136.012,86.305,0,7.75,0,0,7.2375,0,0,22.25,0,0,38.484,19.975,0,0,0.1625,36.4,0.159,0,0.272,0,0,0,20.2,0,35.362,0,9.7015,0.508,0.745,0,0,0,21.629,24.36,0,21.339,0,4.556,0,58.4165,0,0
"162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,7.9,29.75,0,0.19,0,36.7985,17.275,79.225,12.15,0.277,0.1435,0,1.1645,66.9325,0,44.8,63.225,0,119.35,0,0,0,16.901,18.8,0,0,0,7.2375,24.5,0,207.1,0,0,29.35,15.7075,0,0,0,17.5105,0.323,0,53.272,0,0,0,0.5395,0.505,63.05,0,19.47,0,24.688,0,0,0.075,0.401,37.1,0.6425,28.2785,0.42,25.845,0,47.9225,0,0
"164",0,0,22.652,0,0,0,37.7055,17.275,17.925,8.5,14.4725,0,0,1.2275,34.2595,0,72.175,25.782,0,30.6385,0,0,0,28.6,37.6,10.925,0,0,0.1975,35.75,0,105.675,0,14.225,9.7265,0,0,0,0,47.4005,0,0.11,73,0,0,0,0.5395,0.206,53.4,7.639,0,0,17.2,9.716,0,8.275,0,0.3175,38.0935,50.4685,0.99,8.7625,0,36.15,0,0
"165",0,0,44.6325,0,0,0,18.246,0.3455,18.155,4.585,14.0995,2.75,0,1.2275,0.2695,0,0,0,0,15.75,0,0,0,28.6,47.05,10.925,0,0,0,0,0,0.12,0,0,0,0,0,0,17.3125,49.0255,0,0,139,0,0,0,0,0,0.193,0.1445,0.2035,0,37.25,0,0,0,0.344,0,16.713,59.2235,16.26,0.205,0,0.225,0,0
"166",0,0,0,0,0,0,2.674,0.3455,53.775,18.875,13.0345,7.175,5.3,0.89,0,0,0,0.332,0,11.625,0,0,0.5105,0,18.8,0.2185,0,0,0.1425,0,0,0.5625,0,0,0,0,0,0,0.32,42.7505,0.2135,0,40,0,26.45,0,0,0,0.698,5.007,0,0,0.745,0.12,0,0,0,80.36,17.5495,12.877,19.518,0,0,0,0,0
"167",0,0.171,0,0,0,20,37.351,0,47.538,0,12.752,0.1435,19.275,0.89,0,0,0,0,0,11.625,0,0,0.78,0,18.8,0.2185,0,0,0.1425,0,0,0,0,0,9.5,0,27.875,0,26.3175,29.4475,0,0,40,0,0,0,0,0,0,0.706,0,0,41.7,8.0245,0,0.2525,0,66.95,0.2445,41.875,9.4,0,0,0.225,0,0
"168",0,0,0,0,0.085,32.9625,1.0985,0,54.0375,0,25.227,5.6435,14,0.89,0,0,0,0,0,0,14.9,0.205,1.527,0.85,0,0,0,0,7.125,0,0,0,0,0.07,0,0,14.75,0,44.8425,23.072,0,0,0.8,0,0.3325,0,0,0,0.3575,6.1685,0.2825,0,0,0,0,0.1275,0,40.9515,0,0,36.025,0,0,0,0,0
"169",0.345,0.145,0,0,0.085,136.55,16.927,0,70.1945,0,4.153,5.6435,40.475,14.162,0,0.09,38.129,0,0,0,0,0,0,0,72.225,0,0,0,0.1125,0,0,0,0,0,0,0,94.49,0,27.668,22.261,0,0,0.8,0.225,0,0,0,0.2425,0,47.0345,0,0,0,3.775,0,0,0,39.1925,0,0.23,12.345,0,0,0,0,0
"170",0.23,6.525,0,0,0,17.67,20.092,0,123.805,0,0.5935,5.6435,90.225,13.162,0,0,46.07,0,0,0,0,0,0.54,1.252,27.685,0,0,0,0.1125,0,0,0,0,0,0,0,0,0,98.675,65.8,0,0,0,22.0775,0,0,0,0,0,20.185,0,0,72.35,0.289,0,4.175,0,12.3675,26.85,0.23,5.978,0.115,0,0,0,0
