"Afrocarpus_falcatus","Alangium_chinense","Albizia_gummifera","Allophylus_kiwuensis","Antidesma_spp","Apodytes_dimidiata","Balthasaria_schliebenii","Beilschmiedia_rwandensis","Bersama_abyssinica","Bridelia_brideliifolia","Carapa_grandiflora","Casearia_barteri","Cassipourea_ruwenzorensis","Chrysophyllum_gorungosanum","Chrysophyllum_rwandense","Cleistanthus_polystachyus","Croton_macrostachyus","Croton_megalocarpus","Dichaetanthera_corymbosa","Dombeya_torrida","Drypetes_gerrardii","Drypetes_occidentalis","Ekebergia_capensis","Entandrophragma_excelsum","Ficalhoa_laurifolia","Ficus_oreodryadum","Ficus_sur","Garcinia_volkensii","Grewia_mildbraedii","Harungana_montana","Heinsenia_diervilleoides","Ilex_mitis","Ixora_burundensis","Kuloa_usambarensis","Macaranga_kilimandscharica","Maesa_lanceolata","Magnistipula_butayei","Maytenus_acuminata","Millettia_dura","Musanga_leo-errerae","Myrianthus_holstii","Neoboutonia_macrocalyx","Newtonia_buchananii","Noronhia_africana","Ochna_afzelii","Ocotea_kenyensis","Olea_capensis","Olinia_rochetiana","Parinari_excelsa","Pentadesma_reyndersii","Podocarpus_latifolius","Polyscias_fulva","Prunus_africana","Psychotria_capensis_var_puberula","Psydrax_subcordata","Rapanea_melanophloeos","Rytigynia_kigeziensis","Sapium_ellipticum","Strombosia_scheffleri","Symphonia_globulifera","Syzygium_guineense","Tabernaemontana_stapfiana","Vepris_stolzii","Warneckea_walikalensis","Xymalos_monospora","Zanthoxylum_gillettii"
"171",0.345,0.682,0.3725,0,4,0,17.417,0,88.2615,0,0.4235,0.1435,81.249,88.939,0.378,0,241.9,0,0,0,0,0,0,1.5325,26.46,10.925,0,0,0.271,0,0,0,0,0,0.19,0.3005,0,0,26.543,30.8385,0,0,21.125,5.37,0,0,12.75,0.742,0.193,20.7795,0.2015,0.3,72.725,14.7135,0,27.6,0,24.1,0,0,0.127,4.5,0,0,0,0
"172",0.23,3.85,0,0,0.461,0,8.528,0,53.65,0,0.5985,0,53.5485,57.825,0,5.365,20.9,0.2635,0,53.025,0.149,0.345,0,86.9575,0,29.6,0,0,5.7835,0,0,13.225,0,0,18.19,0,0,0,33.05,79.4,3.751,0,264.435,5,0,0,0,0,0,13.14,0,0,63.958,0,0,0,0.174,36.15,0.1575,0,0,4.62,0,0,0,0
"173",38.3,19.1205,37.25,0,13.809,0,8.5845,0,36.3735,0,0.3475,8.475,18.1285,38.467,0.378,0.2065,74.69,0,0,43.9575,0,0.205,0,0.7225,0.26,21.85,0,0,0.31,3.3,0,22.5035,0,0,91.05,18.95,0,0,24.925,27.2,0,19.25,0.4225,0,0,0,0.255,0.4235,0,25.7245,0,59.6225,0.147,22.3255,0,38.2,3.029,36.15,19.131,0,0,0.09,0,0.161,0,0
"174",0.575,19.0415,37.39,0,0.115,0,48.6845,0,37.584,0,0.55,0.1695,0.0765,0.427,0.378,0,22.304,0,0,18.361,0,10.25,0,45.397,50.6,0.2185,0,0,0.1125,3.3,0,43.123,0,0,86.4435,7.8375,0,0,0.5605,41.7975,0,9.773,0,0,0,0,12.75,0.18,0,36,0,63.625,0,8.1,0,44.425,4.14,0,138.2145,0,0,0.09,0,0.225,0,0
"175",10.125,0,25.855,0,10.5,0,19.652,0,11.5,0,0,19.7,0,0,0,40.5,56.5325,0,0,0,0,10.25,0,0,102.025,0.2185,0,0,0.1975,3.3,0,0.12,0,0,106,0.1375,0,0,0.1625,77.725,0.323,0.258,28.2,0,0,0,0,0,0,8.3145,0,0.4575,0,0.4295,0,61.64,0.263,0,188.1825,14.95,0,0.09,0,0,0,0
"176",11.691,0,109.35,0,0.275,0,25.304,0,11.5,0,0.0675,8.6185,5.8,0,0,13.5,18.075,0,0,0,0,20.5,0,0.405,118.025,15.5,0,0,0,0,0,13.3505,0,0,28.2,0,0,0,0,35.225,0.451,0,14.6,0,59.3,0,0,0.17,0,18,0,0,0.089,0,0,0,0.056,27.925,179.025,0,19.9955,7.3,0,0,0,0
"177",0.575,0,12.41,0,20.5,0,31.37,15.3,11.5,0,0,0.1985,7.65,22.375,0,27,0,0,0,0.315,0,17.25,0.5105,0,75.175,0,0,0,0,0,0,0.12,0,0,72.5,0,0,0,8.7925,23.072,32.3,0,58.2,0,7.875,0,0,0,0,9.933,0,0,56.65,14.45,0,0.3425,0,25.3755,0,0,167.752,0,0,0,0,0
"178",0.191,0,0,0,0,0,41.82,0,0,0,0,0.055,0,22.375,0,27,0,0,0,9.965,0,44.75,0,0.405,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,0,0,124.305,0,0,0,0,0,0,0.5125,0,0,0.089,0,0,0,0,62.4175,0,16.005,243.0895,0.09,0,0,0,0
"179",0.191,0,0.23,0,0,32.075,1.9385,0,11.5,0,0.277,2.8935,0,22.375,0,27,0,0,0,31.693,0,37.75,27.9995,0,53.425,0,0,0,0,0,0,0.2455,0,0,13,0,31.875,0,0,47.1005,0,0,0.272,0,25,0,0,0.549,0.4475,26.8325,0.267,0,0.3615,0.216,0,46.882,0,22.5,0,36.38,118.6965,0,0,0,0,0
"180",0,6.525,11.55,0,0,150.695,19.9015,0,11.8585,0,0,5.6435,0,0,0,0,0,0.256,0,15.75,0,0,43.8575,0,63.6,0,0,0,0.0925,0,0,0,0,0,0,0,0.18,0,0.355,10.9885,0,0,0,0,0,0,0,0,0,22.533,0,0,0,0.3685,0,4.716,0,12.05,0.199,42.72,0,0,0,0,0,0
"181",0,0.145,0,0,8,97.3185,0.743,0,11.5,0,0,9.925,0,0,0,0,64.525,162.1,0,26.625,0,10.25,100.3165,0,0,0,0,0,0,0,0,10.7,0,0,0,0,46.07,0,0.365,0.4655,0,0,87.272,0,0,0,0,0,22.375,0.195,0,0,0,0,0,0.1275,0,24.1,0,16.577,0,0,0,0,0,0
"182",0,10.375,0,0,0.115,0,20.159,0,14.5,0,0.277,27.58,0,0,0,4.275,153.525,77.2,0,24.3,0,0.205,141.892,36.989,13.2635,0,0,0,0.1425,0,0,0,0,0,0,28.275,0,2.801,29.015,47.025,0,0,1.06,6.095,0,0,0,31.4605,22.375,16.975,0,0,0,10.675,0,7.3775,0,36.15,0.4325,81.242,0,0.1,0,0.0875,0,0
"183",9.78,21.427,0.231,0,14,0.386,0.893,0,58.025,0,13.675,38.155,0,0.3375,0,24.8705,45.156,158.9695,0,15.75,0,10.25,104.0875,0,13,0,0,0,0.4525,0,0,0.445,0,0,28.2,26.761,0,9.65,24.925,55.05,0,0,0.68,5.08,0,0,0,12.5455,22.9175,17.14,0,0,0,3.9885,0,15.375,0.135,0,0,16.202,0,5.9,0,0.3875,0,0
"184",21.395,22.625,8.755,0,24.6,0,47.192,0,88.525,0,14.0935,21.58,0,0,0,47.4005,188.985,107.275,0,99.475,0,0,90.45,1.305,26,0,0,0,0,3.851,0,0,0.075,0,51.2435,37.65,0.361,10.15,64.7425,42.525,0,0,0,0.2,0,0,0,0,50.9475,0.0935,0,0.2275,0,7.4235,0,17.375,9.7,25.3675,7.875,70.667,0,0.246,0,99.934,0,0
"185",0.575,22.625,43.155,0,13.615,0,64.3125,17.275,61.59,0,13.845,7.175,0,16.875,0.528,19.7555,170.935,164.875,0,136.175,0,0.205,118.15,30.98,27.25,0,0,0,0.34,20.225,0,0.765,0,0,59.059,49.834,0,10.301,52.175,39.9255,0,5.5,0,0,0,0,0,0,44.75,0,0,76.2125,0,7.1115,0,9.1275,22.878,24.1,50.175,58.5,0,0.12,0,160.029,0,0
"186",0,37.35,22.152,0,0.215,0,35.6015,0.609,48.865,0,0.6965,7.175,0,8.775,1.4125,27.2265,38.825,49.8,0,137.2,0,0,43.0775,0.85,18.8,0,0,0,0.1125,9.45,0,56.584,0,0,65.725,46.8,0,0,21.293,50.9225,0.389,0,98.925,0,0,0,0,0.325,109.0355,0,0,34.06,23.25,0.29,0,17,2.95,0,21.426,15.5,12.768,0.365,0,194.119,0,0
"187",0.191,0.079,22.9935,0,10.75,0,64.403,0.3455,18.1795,17.3,13.1125,0.1435,0,0.3375,44.725,0.1055,89.24,32.457,0,129.9,0,0,126.9,28.6,29.3885,10.925,0,0,9.875,39.875,0,15.5435,0,0,66.9,12.512,0,0,16.9625,85.2,5.075,0.11,250.75,0,0,0,0,10.3,129.625,0.15,0.19,20.943,1.68,0.1365,0,0,0.214,0,120.3475,0.5135,0,17.1185,0,34.919,0,0
"188",0,17.1,97.1,0,27.335,0,45.874,0.3455,0,34.575,14.0765,0,0,0,49.5775,27,31.35,0,0,53.968,0,0,41.375,57.2,56.375,0,0,0,9.875,29.575,0,22.37,0,0,26,19.007,0,0,26.65,50.1255,14.023,0,168,0,40.0395,0,0,22.9925,57.6325,0.183,0,0.4575,14.551,9.72,0,13.375,0.601,0,91.474,0,0,0.31,0,0.225,0,0
"189",0,0,61.55,0,16.585,0,29.321,0,0,32.375,0.791,0,0,0,0,13.5,0,0,0,62.7325,0,0,53.014,0.987,111.955,0,0,0,0,0.135,0,14.3,0,0,13,12.286,0,0,8.4,18.662,0,0,183.3735,0,0,0,0,0.3195,189.775,0.105,0.158,0,86.959,3.205,0,0,0,35.8175,15.085,0,91.041,0,0,0,0,0
"190",0.23,0,86.5,0,16.5,0,37.7855,0,0,25.75,13.44,0.1435,0,0,0,27,0,0,0,8.7825,0,0,27.5105,0,134.4,10.925,0,0,0.31,0.076,0,0,0.075,0,0,0.057,0,0,46.025,59.675,0,0,209.825,0.095,0,0,0,0.7745,137.566,0.447,0,0,117.111,7.9315,0,2.75,0,68.725,13.425,0,100.68,0.115,0,0,0,0
"191",0,0,44,0,16.5,0,29.064,0,0,13,0.95,2.75,0,0,0.2815,0,0,0,0,6.7785,0,0,26.538,0,121.3075,10.925,0,0,0.1425,0,0,0.286,0.081,0,0,0,14.75,0.0575,77.55,59.55,0,0,219.75,0,25,0,0,0.8225,159.0485,6.425,0,0,66.4775,0.3125,0,0.0635,0,92.85,13.425,25.45,109.135,0,0,0,0,0
"192",0,0,0.44,0,0,10,59.3495,0,0,0,0,9.925,0,0,0,0,0,0,0,6.546,0,17.5265,81.875,0,147.575,10.925,0,0,7.3225,0,0,14.3,0,25.5,0,0,14.75,0,81.55,36.6505,0,0,249.75,0,0,0,12.75,0.8795,80.0075,4.911,0,0,8.095,3.3,0,0,0,65.9505,0,14.95,171.875,0,0,0,0,0
"193",0,0,0,0,10.75,10.212,42.419,0,0,0,0.0675,14.35,0,0,0,13.5,0.355,0,0,11.015,0,17.25,158.7895,0.85,0,0,0,0,0.255,0,0,0,0,0,0,0,0.42,0,27.605,6.9755,0,0,34.9935,0,0,0,0,0.325,52.7325,11.569,0,0,0,0.12,0,0,0,62.9425,0.125,0.5785,56.3065,0.1,0,0,0,0
"194",0,0.1305,0,0,0,17.9295,20.2355,0,0,0,0.5415,7.175,0,0,0,0,0,0,0,43.6,0,0,121.79,0,28.551,0,0,0,0.066,0,0,0.4315,0.075,0,0,0,0,0,75.55,36.4,0,0,80.8,0,0,0,12.75,78.405,132.7225,5.919,0,0,0,0,0,0,0,0,0,0.892,0.711,0,0,0,0,0
"195",0,22.8545,0,0,10.61,0,99.5995,0,0,0,0.0675,7.175,0,0,0,0,0,0,0,29.825,0,0.345,140.47,72.28,0,10.925,0,0,3.4425,0,0,0.445,0.196,0,0,0,0,0,21.125,36.4,0,0,1.34,0,0,0,12.75,138.92,28.03,13.5165,0,0,195.019,0.149,0,0,2.859,12.31,0,17.724,0,0,0,0,0,0
"196",0,18.325,0,0,0,0,37.2835,0,0,0,3.652,0.1435,0,0,0,0,0,0,0,20.175,0,0,68.35,0.572,0,10.925,0,0,0,0,0,44.5895,0.066,0,0,0,0,0,38.5,47.15,0,0,0,0,0,0,0,38.025,28.03,6.68,0,77.599,0,14.69,0,0,0.129,0,0,14.95,0,0,0,0,0,0
"197",0,29.074,0,0,5.36,0,35.9065,0,0,0,13.5,0,0,22.722,0,40.5,0,0,0,11.625,0,0,167.925,226.9465,18.8,21.85,0,0,0.1425,0,0,22.784,0,0,0,0,0,0,0,42.525,0.451,0,0,0,0,0,0,0.1685,19.77,12.9785,0,127.41,64.25,0,0,0,20.459,0,0.3235,14.95,0,0,0,0,0,0
"198",0,47,0.43,0,0,0,32.4365,0,0.2545,0,0.27,2.75,0,0,18.9,0,0,0,0,18.625,0,0,29.35,0.56,95.925,0.2185,0,0,0,0,0,6.395,0,0,13.4,0,0,2.3,17.12,42.7755,0.2275,0,0,0,0,0,0,21.988,44.26,0.1445,0.2035,209.175,0,0.095,0,17.9525,0.323,24.366,0.1575,0,0,0,0,0,0,0
"199",0,14.1025,21.7225,0,10.5,0,86.089,0,0,0,0,2.75,0,0,0,13.5,0,0,0,9.8825,0,0,0.587,90.822,40.675,21.85,0,0,0,0,0,0.32,0,0,0,0,0,0,0,48.925,0,0,0,0,0,0,0,0.2055,1.328,9.9,0.267,74.105,0,0.061,0,3.175,2.879,0,0.756,0.444,0,0,0,0,0,0
"200",0,0,7.4525,0,0.105,0,38.024,0,0,0,0,0,0,0,0,0,0,0,0,30.925,0,0,0.5105,1.125,73.505,0.2185,0,0,0,0,0,14.3,0,0,0,0,0,0,0,48.8505,0,0,0,0,0,0,0,0.6975,0,13.3095,0.19,0,7.836,0,0,28.4375,0.1415,0,29.687,0,0.66,0,0,0,0,0
"201",0,0,27.855,0,0,0,28.8315,0,0,0,0,7.23,0,22.375,0,0,0.209,0,0,35.05,0,0.205,0,0,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,42.525,0,0,0,0,0,0,0.16,0,0.58,0.36,19.675,0,79.263,0,0,20.71,0,0,0.3235,0,95.863,0,0,0,0,0
"202",0,0,0,0,0,0,21.623,0,4.375,0,0,0,0,0.3375,0,0,0,0,0,11.625,0,0.205,0,0,0.9185,0,0,0,0,0,0,0.1255,0,0,50.534,0,0,0,0.168,42.525,0,0.1925,0,0,0,0,0,0.8255,0,8.502,0.457,0,5.342,14.655,0,78.15,0.059,13.3,13.6775,0,35.9345,0,0,0,0,0
"203",0,0,0,0,0,0,57.904,0,4.375,0,0,7.175,0,22.375,0,0,0,0,0,39.171,0,0,52.3865,0,0.636,0,0,0,0.066,0,0,50.1,0,0,65.9,0,0,0.1125,0,29.197,0,0,0,7.9275,0,0,8,78.325,0,14.3545,47.15,0,0,0.1365,0,38.3025,0,0,80.775,0,111.185,0.09,0,0,0,0
"204",0,0,0,0,0,0,40.441,0,49.9375,0,0.17,8.3935,0,0,1.2745,0,0,0,0,67.425,0,0,30.196,0,0.8995,0,0,0,0,0,0,22.25,0,0,26,0,0.18,0,8.4,22.947,0,0.11,0,0,0,0,0,8.88,0.5425,26.563,0.6605,0,0,0.19,0,27.7985,0,0,14.0985,0,37.2075,0.09,0,0,0,0
"205",0,0,0,0,0,0.2,36.844,0,68.675,0,0,2.8935,0,0.6995,84.3,0,20.75,88.775,0,15.75,0,0,44.553,0,27.25,0,0,0,0.1375,0,0,22.25,0.081,0,0,2.95,0.18,0.15,8.995,22.947,0,0,0,6.2,0,0,0,8.6675,0,43.74,0,0,0,0.695,0,45.9385,0,0,0,15.485,0.2485,4.5,0,0,0,0
"206",0,21.35,0,0,37.3,0,52.148,0.1525,95.94,0,0.486,0.1435,5.125,0,14.454,0,21.075,59.8605,0,16.1535,0,0,70.4485,0.2445,1.3585,0,0,0,0,0,0,22.25,0.13,12.25,0,2.95,0,0,0.1575,29.4475,0,0,0,22.225,0,0,0,0,1.27,51.8245,0.267,0,0,10.213,0,10.27,0.059,0,0,16.708,0,4.5,0,0,0,0
"207",0,0.506,0.155,0,11.135,0,41.6805,0.412,162.478,0,0.965,0,20.85,0,39.8445,13.5,10.8115,15.7885,0,39.171,0,0,40.858,77.3165,0.7035,0,0,0,0.3455,0,0,22.6815,0,0,0,3.061,0,0,0.488,49.0005,0,0,0,0.38,0,0,0.16,0.2425,0,36.5555,23.8135,44.6175,0.47,16.676,0,0.2905,0.187,0,0,31.4235,0.325,0.21,0,0,0,0
"208",17.25,19.4525,7.75,0,9.945,0,71.133,0,95.225,8.5,0.452,0,0.066,0,0.8085,27,20.9,0,0,75.4,0,13.825,90.8175,43.072,0,0,0,0,0.401,0,0,22.5145,0.066,0,6.7,0,0,0,8.5625,52.7,0,0.11,0.68,0,0,0,0,0,0,6.2645,0,152.9105,0,4.1065,0,0,0.129,0,16.171,16.2745,0,0.24,0,32.9475,0,0
"209",0,18.7815,34.125,0,23.5,0,45.8215,0,110.628,8.5,0.7015,0,0,0,0.6475,0,10.45,0,0,69.0425,0,13.825,42.25,0,14.125,0,0,0,0,22.835,0,0.7095,0,0,6.7,13.25,36.1,0,8.8325,23.3225,0.246,0.11,0,0,0,0,0,0,0.3575,0,13,200.664,0,0.4265,0,8.03,38.737,0.241,7.875,0.3035,0,0.176,0,11.855,0,0
"210",0,68.4415,45,0,0.195,0,77.725,0,74.255,0.2415,21.725,0.055,0,0,0.929,0,20.9,0,0,93.125,0,0.2765,1.6725,98.8445,28.635,0,0,0,0.1975,28.275,0,22.6735,0,0,0.134,16.4415,0,0,17.03,40.1975,0.6025,0,0.68,0,0.2725,0,0,0.225,0,0.455,0.2015,172.339,56.4,0.5215,0,0.734,24.8,0,0,15.5,11.4,0.056,0,77.1525,0,0
"211",0.345,14.3065,45.2125,0,9.831,0,37.294,0,76.371,14.575,1.1655,0.055,0,0,0.551,0,20.9,0,0,114.75,0,0,0,0,87.3,0,0,0,0.1975,30.175,0,6.573,0,0,0,0.154,0,0,8.765,40.861,0.2135,0,0,0,0,0,0,12.4445,0,0.195,0,105.7,19.132,0.0755,0,0.1275,0.079,0,59.06,15.7295,0,5.72,0,12.536,0,0
"212",0,0,70.8225,0,0,0,47.3405,0,11.5,0.09,14.314,0,0,0,0,27,20.9,0,0,102.546,0,27.65,0,0,68.955,0,0,0,0,0.0755,0,22.25,0,0,0,27.475,0,0,9.1875,42.7755,0,0,54.4,0,0,0,0,16.5955,0,0.289,0,0.23,63.914,3.356,0,0,0.184,0,103.5875,15.575,56.585,5.87,0,23.7,0,0
"213",0,0.1525,62.375,0,0,0,38.145,0,11.5,4.25,26.9495,0.055,0,22.722,0.551,13.5,0,0,0,21.75,0,13.825,0,0,32.646,0,0,0,0,0,0,15.345,0,0,0,0,0,0,18.7775,23.273,0,0,60.075,0,13.225,0,0,0,0,0,0,0.23,185.094,0.501,0,0,0,24.4255,16.6075,15.175,161.7505,0,0,0.404,0,0
"214",0.345,0,0,0,5.5,0,57.503,0,0.23,0,12.645,13.25,0,1.2275,0,0,0,0,0,0,0,27.65,0.845,0,0.376,0,0,0,0,0,0,15.3315,0,0,44.4435,0,41.1,0,10.5455,42.7755,0,0,263.075,0,0.5145,0,0,0,0,0,13.35,0,18.75,0.0755,0,0,0,25.5965,0,0,153.395,0,0,0.474,0,0
"215",0,0,0,0,0,20.212,63.7055,0,0.23,0,12.7395,2.75,0,0.362,0.551,0,42.8,40.381,0,0,0,13.825,40.6725,0,13.676,0,0,0,12.45,0,0,0,0,0,61.075,0,21,0,0.585,42.7755,0.2135,0,318.075,0.0725,0,0,8,22.75,0,0.2945,0.2035,0,0,0.061,0,0,0,63.818,16.175,0.3035,159.2365,0,0,0,0,0
"216",0,0,0,0,0,118.92,56.0565,0,11.7545,0,12.65,5.7485,12.4355,0.89,0.2695,0,37.205,112.1135,0,0.2325,0,0.2765,49.1895,1.8665,15.327,10.925,0,0,0,0,0,0,0,0,0,0,122.93,0,0.355,12.5725,0,0,154.15,0,12.5,0,0,0,0.462,0.5845,13.5535,0,0,0.9225,0,0,0,53.535,46.6475,1.181,1.621,0,0,0,0,0
"217",0,0,0,0,0,53.636,63.0155,0,23.3775,0,1.198,0,55.9,0.276,0,0,101.231,14.007,0,0,0,13.825,60.8105,16.87,0.5425,0.2185,0,0,7.5125,0,0,0.731,3.381,0,39,0,104.651,0.15,10.158,36.601,32.091,0,290.085,0,0,0,0,0.18,63.975,0.5845,0.1555,0,0,3.975,0,4.836,0,13.089,137.9925,0,7.2835,0,0,0,0,0
"218",0,2.675,0,0,0,0.68,65.781,0,0.966,0,0.2425,2.855,59.35,13.8,0,0.1955,135.161,24.4465,0,0,0,0.2765,22.1275,44.8425,14.25,10.925,0,0,15.7905,0,0,0.445,0,0,0,0.059,0,7.5,16.9125,48.925,0.246,0,320.615,0.095,0,0,0,0.3055,68.575,0,0.5495,0.3,0.089,10.312,0,10.125,0.056,12.05,0.847,0.155,0.38,0.37,0,0,0,0
"219",0,0.0535,0.3875,0,0,0.2,61.882,0,0.5445,0,0.277,5.305,20.006,12.2875,0,4.961,65.55,33.2,0,35.175,0,0,47.6525,319.174,27.685,10.925,0,0,5.8255,0,0,22.25,0,0,13,0,0,2.75,0.763,42.851,0.6735,0,0,0.105,0,0,0,0,88.125,0.3745,0,0,0,3.987,0,4.1,21.194,0,0,0.5035,0.125,0,0,0,0,0
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",0,16.4,38,0,0.115,0,53.655,0,0.29,0,14.8625,0.1435,88.5,14.4,0,5.3255,193.925,13.98,0,120.175,0,0,67.5415,212.7315,14.25,0,0,0,17,11.316,0,86.7485,0,0,13.9025,0,0,10.25,11.8305,24.7255,11.064,9.7225,334.59,0,0,0,0,0.4225,143.3075,18,0,80.079,0,19.4795,0,38.2775,9.429,56.3565,39.0355,11.9615,0,0.115,0,0,0,0
"222",0,0.3735,37.25,0,0,0,91.3825,0.3455,17.925,17,0.447,7.175,84.931,0,0.15,0.0505,170.91,16.856,0,111.675,0,0,64.525,290.906,56.55,10.925,0,0,10.0175,0.1795,0,159.95,0,0,23.344,0.1375,0,0.115,0.32,36.5255,44.2,0.1925,85.2025,0,0,0,0,15.975,115.7625,0.465,0,1.2065,0,7.235,0,0,7.173,0.241,61.667,0,0,4.65,0,0,0,0
"223",0,0,19.4725,0,0,0,83.431,0,0,0,12.752,7.175,0,0,0.528,0,160.61,0,0,45,0,0,0,84.7,39.6325,0,0,0,0.403,12.5755,0,70.7,0,0,32.1,0,0,5.58,0,36.6505,0.2135,0.1925,55.43,0,21.5,0,0,0,114.6,0.21,10.175,0,0,59.35,0,34.1,0,12.5,0.4325,0,0,0,0,0,0,0
"224",0,0,40.8775,0,0,0,89.148,0,0,0,13.3,0.1435,6.5085,0,0.378,40.5,75.2615,0,0,23.4675,0,0,0.8275,0.847,0.1285,0,0,0,0.1425,0.189,0,1.133,0,0,0,5.45,0,0,18.9175,23.3225,16.3635,0,68,0,58.055,0,0,0,196.7725,14.8925,10.175,0,0,18.495,0,17.95,0.059,15.875,32.771,15.1945,0.46,0,0,0,0,0
"225",0,0,40.415,0,0,0,97.6865,0,0,0,13.125,0.1985,0,0,0,27,0,0,0,11.8425,0,0,0,141.79,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,10.4555,36.4,0,0,54.125,0,103.75,0,0,0,257.175,18.735,10.175,0,0,30.816,0,0,0,0,38.6,40.8,2.065,0,0,0,0,0
"226",0.345,0,10.625,0,0,0,88.6465,0,0,0.16,12.752,0,0,0.4475,0,13.5,0,0,0,0.2325,0,0,0.489,46.6675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5125,42.7755,0,0,0,0,25.725,0,66.6395,0,197.2575,25.408,0,0,0,0.2565,0,0,0,13.3,0,21.5435,67.554,0,0,0,0,0
"227",0,0,10.625,0,0,18.825,53.7615,0,13.4425,0,0,2.75,0,0,0,0.27,0,31.88,0,11.625,0,0,1.455,35.5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9225,44.515,0,0,34,0,0,0,126.375,0,95.417,20.5025,0,0,0,0,0,0,0,0,0,23.734,38.4865,0,0,0,0,0
"228",0,0,0,0,0,162.0885,71.2715,0,26.825,0,0,2.8935,0,0,0,0,32.706,51.347,0,11.625,0,0,125.6275,29.299,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,20.26,23.0505,0,0,0,0.105,0,0,157.534,32.395,135.1475,29.7945,10.984,0,0,0,0,0,0,13.5465,0,26.167,49.295,0,0,0,0,0
"229",0,0,0,0,0.085,18.0765,92.8035,0,62.965,0,0,8.3935,10.9,0,0,0,53.4,49.581,0,27.375,0,0,95.97,0.575,8.035,0,0,0,0.066,0,0,0,0.1085,0,0,0,0,0,18.6875,48.925,0,0,0,5.475,0.2645,0,102.3215,199.4435,170.5475,47.631,59.135,0,0,1.0165,0,0,10.119,12.888,0,43.075,1.3195,7.5,0,0,0,0
