"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0,0.600897563167285,0.57567849747089,0.570060637032439,0.575655809135938,0.609133665229645,0.51755938569742,0.484327845079709,0.677560297252417,0.472424342187756,0.60841695565628,0.51948407951362,0.591749429995638,0.623428351691531,0.561180759659084,0.60288185301681,0.456158517039911,0.669912237178317,0.505315675097004,0.505347133943138,0.48894185804262,0.541094870155249,0.626593667246584
"2",0.600897563167285,0,0.521035700185177,0.717123845244739,0.643478434309589,0.581570825700435,0.579233143317941,0.477641759229399,0.669001120691015,0.568289960185076,0.67006733616935,0.555566592789008,0.62266995713617,0.520440496615195,0.584716065884407,0.66008171429957,0.543774496568203,0.630182052236143,0.589532983129106,0.421736353104989,0.530246535692207,0.517820356999122,0.62115663016568
"3",0.57567849747089,0.521035700185177,0,0.574809473307045,0.465990501981623,0.554250914355106,0.466804683292299,0.433317379273497,0.48897062219998,0.459712576074101,0.45038634092598,0.455708141833678,0.503549790201543,0.484749619735813,0.428884994271005,0.497351585548329,0.414048699861821,0.510305570145335,0.464553479261347,0.474358964041073,0.539289322900734,0.506633407567317,0.5194774781309
"4",0.570060637032439,0.717123845244739,0.574809473307045,0,0.578061950199673,0.56174987204714,0.548779343855737,0.498209947556056,0.590214080682462,0.605945441168405,0.599784975476148,0.536748955607725,0.619653005030144,0.462611902608553,0.536448511665032,0.660146979543809,0.524939503389952,0.601289590683747,0.534762436302061,0.477001591229065,0.474192030637278,0.497846840586421,0.70389099168612
"5",0.575655809135938,0.643478434309589,0.465990501981623,0.578061950199673,0,0.428705592458737,0.528679395568813,0.480452753361461,0.567096412906076,0.656532529203014,0.481626232113633,0.459829568592043,0.525445704302738,0.542420804632228,0.626590299312923,0.489847563832368,0.564849776229355,0.536975041553536,0.499304002572129,0.427463138932058,0.529773062449805,0.464643781794788,0.55732323077134
"6",0.609133665229645,0.581570825700435,0.554250914355106,0.56174987204714,0.428705592458737,0,0.504121989517884,0.520500867530997,0.498152873504172,0.482714968553483,0.489121306723925,0.59425301222234,0.486227343535857,0.474486236338481,0.425240473439357,0.624606848704689,0.46651963314355,0.638341964173662,0.433172031943708,0.473999949034514,0.389724988470557,0.461522995690556,0.563630438222969
"7",0.51755938569742,0.579233143317941,0.466804683292299,0.548779343855737,0.528679395568813,0.504121989517884,0,0.350094705567554,0.614162712093048,0.531524404088149,0.558607724968593,0.549925931615952,0.539602414776344,0.533926322457515,0.545053153634126,0.512403297402059,0.468921660298333,0.585984308040079,0.431496783879764,0.46261243541999,0.437631739122523,0.531023305640255,0.569338403785444
"8",0.484327845079709,0.477641759229399,0.433317379273497,0.498209947556056,0.480452753361461,0.520500867530997,0.350094705567554,0,0.47955378923632,0.492604403472513,0.494655970714473,0.50531265088212,0.494319410100016,0.449817538565165,0.483918682217748,0.537659903640131,0.418273630099244,0.556279142696946,0.612978759009414,0.424804036118238,0.397741028859278,0.494583767441555,0.571518688057007
"9",0.677560297252417,0.669001120691015,0.48897062219998,0.590214080682462,0.567096412906076,0.498152873504172,0.614162712093048,0.47955378923632,0,0.404367940609991,0.74594480296467,0.505975212284635,0.693279874908514,0.560438683338518,0.702501493100169,0.588259936195669,0.478491058119762,0.721527305212369,0.52375716499044,0.490508818286985,0.543762580839814,0.515288196318442,0.651468195090786
"10",0.472424342187756,0.568289960185076,0.459712576074101,0.605945441168405,0.656532529203014,0.482714968553483,0.531524404088149,0.492604403472513,0.404367940609991,0,0.466788459606026,0.475255886622396,0.508272298085594,0.466728525269339,0.496445397916841,0.594056716651471,0.586209435268853,0.464587374387827,0.449693053573098,0.409793764352057,0.4390476876663,0.479604881257598,0.496225012649927
"11",0.60841695565628,0.67006733616935,0.45038634092598,0.599784975476148,0.481626232113633,0.489121306723925,0.558607724968593,0.494655970714473,0.74594480296467,0.466788459606026,0,0.440363806519658,0.662793747309147,0.521031523165352,0.67070550518781,0.604374326357811,0.505796875102203,0.663600992494949,0.592457660476339,0.464411138297858,0.460277096814091,0.532872416646654,0.667343940190991
"12",0.51948407951362,0.555566592789008,0.455708141833678,0.536748955607725,0.459829568592043,0.59425301222234,0.549925931615952,0.50531265088212,0.505975212284635,0.475255886622396,0.440363806519658,0,0.498779846888576,0.598776694564093,0.48372654832719,0.569197843728904,0.498978734769366,0.507805296040749,0.480801159043675,0.544392698065036,0.365888311663245,0.537709713286377,0.552259137305534
"13",0.591749429995638,0.62266995713617,0.503549790201543,0.619653005030144,0.525445704302738,0.486227343535857,0.539602414776344,0.494319410100016,0.693279874908514,0.508272298085594,0.662793747309147,0.498779846888576,0,0.482819883173663,0.579424300409578,0.620907978303985,0.51408096606847,0.658428541398402,0.586367422565164,0.463628818947048,0.49290832570615,0.572148964355894,0.674214480341984
"14",0.623428351691531,0.520440496615195,0.484749619735813,0.462611902608553,0.542420804632228,0.474486236338481,0.533926322457515,0.449817538565165,0.560438683338518,0.466728525269339,0.521031523165352,0.598776694564093,0.482819883173663,0,0.559339738132592,0.513545483761922,0.452969912756553,0.618621334220933,0.405701581136636,0.580311670903896,0.47152972488967,0.560558981746536,0.53170627619165
"15",0.561180759659084,0.584716065884407,0.428884994271005,0.536448511665032,0.626590299312923,0.425240473439357,0.545053153634126,0.483918682217748,0.702501493100169,0.496445397916841,0.67070550518781,0.48372654832719,0.579424300409578,0.559339738132592,0,0.553386233895139,0.535201517462688,0.672015019893309,0.523715250094555,0.499265239203236,0.496495661264978,0.603948875353788,0.533081199815092
"16",0.60288185301681,0.66008171429957,0.497351585548329,0.660146979543809,0.489847563832368,0.624606848704689,0.512403297402059,0.537659903640131,0.588259936195669,0.594056716651471,0.604374326357811,0.569197843728904,0.620907978303985,0.513545483761922,0.553386233895139,0,0.463153555528523,0.718893810095894,0.553652280961955,0.435983181590797,0.427514742472831,0.540999525968006,0.606122711749541
"17",0.456158517039911,0.543774496568203,0.414048699861821,0.524939503389952,0.564849776229355,0.46651963314355,0.468921660298333,0.418273630099244,0.478491058119762,0.586209435268853,0.505796875102203,0.498978734769366,0.51408096606847,0.452969912756553,0.535201517462688,0.463153555528523,0,0.441113770705671,0.47185477143975,0.434560099928614,0.448214305770455,0.420614389832366,0.525528181007243
"18",0.669912237178317,0.630182052236143,0.510305570145335,0.601289590683747,0.536975041553536,0.638341964173662,0.585984308040079,0.556279142696946,0.721527305212369,0.464587374387827,0.663600992494949,0.507805296040749,0.658428541398402,0.618621334220933,0.672015019893309,0.718893810095894,0.441113770705671,0,0.53816431441745,0.513377022286684,0.474205790882947,0.688157313414811,0.623177863270486
"19",0.505315675097004,0.589532983129106,0.464553479261347,0.534762436302061,0.499304002572129,0.433172031943708,0.431496783879764,0.612978759009414,0.52375716499044,0.449693053573098,0.592457660476339,0.480801159043675,0.586367422565164,0.405701581136636,0.523715250094555,0.553652280961955,0.47185477143975,0.53816431441745,0,0.370949150116686,0.410031189121551,0.482804063324066,0.634543045545258
"20",0.505347133943138,0.421736353104989,0.474358964041073,0.477001591229065,0.427463138932058,0.473999949034514,0.46261243541999,0.424804036118238,0.490508818286985,0.409793764352057,0.464411138297858,0.544392698065036,0.463628818947048,0.580311670903896,0.499265239203236,0.435983181590797,0.434560099928614,0.513377022286684,0.370949150116686,0,0.361544795299754,0.57834314714777,0.504153051219284
"21",0.48894185804262,0.530246535692207,0.539289322900734,0.474192030637278,0.529773062449805,0.389724988470557,0.437631739122523,0.397741028859278,0.543762580839814,0.4390476876663,0.460277096814091,0.365888311663245,0.49290832570615,0.47152972488967,0.496495661264978,0.427514742472831,0.448214305770455,0.474205790882947,0.410031189121551,0.361544795299754,0,0.415130260063803,0.535145560157479
"22",0.541094870155249,0.517820356999122,0.506633407567317,0.497846840586421,0.464643781794788,0.461522995690556,0.531023305640255,0.494583767441555,0.515288196318442,0.479604881257598,0.532872416646654,0.537709713286377,0.572148964355894,0.560558981746536,0.603948875353788,0.540999525968006,0.420614389832366,0.688157313414811,0.482804063324066,0.57834314714777,0.415130260063803,0,0.518259446423454
"23",0.626593667246584,0.62115663016568,0.5194774781309,0.70389099168612,0.55732323077134,0.563630438222969,0.569338403785444,0.571518688057007,0.651468195090786,0.496225012649927,0.667343940190991,0.552259137305534,0.674214480341984,0.53170627619165,0.533081199815092,0.606122711749541,0.525528181007243,0.623177863270486,0.634543045545258,0.504153051219284,0.535145560157479,0.518259446423454,0
