"ACAH","AEGC","ALCC","ALSB","AMPP","ANAE","ANNS","ANTP","APEM","ARR1","ARR2","ARRV","ASTG","BEIP","BROA","CAL1","CAS3","CELI","CERT","CHRC","CISE","COCP","COMD","CORA","CORB","CORL","COUC","CYDA","DAVN","DENA","DESP","DIPP","DOL1","DOL2","DOLO","DRYS","EUGC","EUGO","FARO","GUA2","GUAD","GUAS","HAM2","HASF","HEIC","HIPV","HIR1","HIRF","HIRG","HIRT","HYBP","INMA","JACC","LONL","LUE1","MACU","MARP","MASH","MASN","MENG","MENL","MOUM","OENM","PARP","PAU1","PAU3","PAUF","PAUR","PAUT","PHRC","PITC","PLAE","PLAP","POUA","POUU","PRIA","PRIC","PROT","PYFU","PYHO","QUA1","RANA","RIN2","SAPG","SCHM","SER1","SERM","SIMA","SORA","SPOM","SPOR","TABA","TABG","TABR","TERA","TERO","TET2","TETD","TETH","THIM","TRAA","TRI1","TRI3","TRIC","TYNC","VIR1","VIR2","ZAN1"
"46",0,18,0,15587.3333333409,0,0,16,28,0,0,0,0,0,0,1,0,140.5833333325,61,4,0,1,0,0,0,0,0,0,1,1,483.275,4,0,105.8727272727,0,57.72,0,0,0,184,0,0,10,0,0,0,1,0,0,0,1,0,0,781,0,0,0,1,0,15,11,0,0,7,0,23.625,0,0,1,0,0,101,0,0,0,0,2,0,0,2,291.68,45.4114285719,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,252.4,0,0,0,0,0
"47",0,67.75,0,14259.7777777847,0,0,0,2,0,0,0,0,0,0,0,0,4,5,1,1,25,0,0,0,0,0,2,0,0,55.925,1,0,0,0,0,0,0,0,48,1,0,0,0,0,0,2,0,0,0,0,0,0,614.75,0,0,1,0,0,7,8,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,12,71.24,0,0,0,0,2,0,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,26.4,19,0,0
"48",0,3,0,24376.6666666785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,29,1,0,0,0,0,0,34,0,0,0,0,0,1,74,0,0,0,0,0,0,6,0,1,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,0,14,14,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,1,13,0,0
"49",0,0,0,25452.4444444568,0,0,1,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,3,1,13,0,16,0,8,69.3142857143,0,0,0,0,0,0,36,0,0,1,0,0,4,0,0,1,1,2,2,0,2,0,1,0,8,0,3,0,0,7,0,1,0,16.88,0,0,0,0,32,0,0,0,0,0,3,1,0,0,1,0,7.3615873016,0,0,0,2,0,0,0,85.2,8,0,0
"50",0,1,0,26757.1111111241,6,0,0,1,1206.12,0,0,0,0,0,0,2,0,0,1,52.28,0,0,0,0,0,0,0,7,0,0,9,17,0,0,0,0,0,31.2,0,0,31,0,2,0,0,16.3142857143,0,0,0,0,1,0,19,0,0,5,0,0,585,0,0,13,2,0,0,0,0,0,1,3,9,32,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,16.32,14,0,0,0,194.4,0,8,0
"51",0,0,14,27515.333333343,14,1,0,1,2969.72,0,0,0,0,4,0,1,0,0,1,20.24,0,0,3,0,0,11,0,11,0,0,2,0,0,6.4,0,0,0,5,0,1,6,0,0,0,14,1,0,0,0,0,72,1,3,0,315.9825,37,0,0,2259,0,0,3,1,0,0,12,0,0,0,0,33,24,0,0,0,4,0,0,0,0,3.1657142858,0,0,0,0,0,6,0,0,0,0,1,0,114,0,64,12.7231746032,0,99.2,443.36,4,0,7,0,543.2,1,0,0
"52",4,0,294.0000000012,34011.5555555689,2,71,0,0,167.16,0,0,0,0,26,73,1,0,0,3,0,0,0,19,154,18,45,0,9,0,0,9.8333333334,0,2,8.2,3.44,0,0,0,0,0,2,0,0,10.7999999998,4,1,0,0,0,0,1423.45,18.8,1,0,1646.92,12,2.6150641026,0,203,1,0,1,6,0,0,11,0,0,0,3,4,0,0,0,0,3,6,0,0,0,3.5828571429,3,16,0,0,0,356,1,0,0,0,2,7,138,1,1,4,0,1,103.36,3,0,13.1,7,160,0,5,0
"53",1,0,1003.0000000094,104457.111111161,0,19,0,0,1,0,0,1,0,61,8,0,0,0,168,0,0,1,11,14,22,69,0,5,0,1,24.7500000001,1,0,0,0,0,0,0,1,0,1,9,0,109.333333332,1,13.6285714286,0,0,0,1,0,0,1,0,2807.8525,1,1,0,210,0,0,1,1,2,0,1,0,0,0,0,0,4,2,3.5,0,2,3,2,0,0,0,0,0,0,0,0,213,0,1,0,0,0,0,5,0,0,16.7231746032,0,32,66.64,1,7.5333333335,4,0,87.2,0,14,0
"54",1,0,8.3333333334,98495.7777778253,0,1,0,0,0,0,0,0,0,17,956,0,0,0,0,0,0,1,0,0,11,3,0,0,0,0,1,0,9.3636363635,0,0,0,0,0,0,0,0,1,0,64.5999999986,0,0,0,0,0,2,0,0,1,0,418.9775,0,12.2301282052,0,27,0,0,4,4,5,0,0,0,0,3.7023809524,0,1,0,0,10.5,0,0,0,17.5714285716,0,0,64.8971428589,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,22.0847619048,0,0,4.08,1,1.5066666667,47.1,0,0,0,10,0
"55",0,0,0,167431.777777859,0,1,3,3,330.32,0,0,0,0,1,89,0,59.2166666663,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47.9975,3,9,0,18,0,0,1,13,35,0,0,0,0,0,0,0,0,3,8,7,1,0,9.8571428572,0,1,2204.5485714692,4,0,0,13,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1.36,0,9.0400000002,954,0,0,0,10,47
"56",0,7,0,47937.8888889121,0,0,231.2805555556,3,0,0,0,0,0,0,14,0,5.3833333333,0,0,0,0,25,0,0,1,0,1,0,0,11.925,5,0,34.4909090908,0,3.44,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,8,0,21,2,0,1,10,10,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,6.6,837.5028571576,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,624.1,0,0,0,1,489
"57",0,0,0,11559.2222222278,0,0,23,1,0,0,0,0,0,0,11,0,21.5333333332,3,0,0,0,10,0,0,1,0,0,0,0,94.95,2,0,12,1,12.72,11,0,0,615,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,25,1,0,0,3,12,3.0625,0,0,8,0,0,0,0,0,1,1,0,0,4,0,86.48,57.6628571432,27,0,0,2,0,0,0,0,2,0,0,0,0,0,0,65.3615873016,0,0,0,0,0,295.3,0,0,0,0,51
"58",0,5.75,0,709.5555555559,0,0,0,3,0,0,0,0,0,0,1,0,16.1499999999,0,0,0,1,1,0,0,0,0,5,0,0,90.95,0,0,1.8727272727,0,6,0,0,0,473,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,26,8,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,25.92,14,5,0,0,3,0,0,0,8,0,10,0,0,0,0,0,0,0,5.2,0,0,0,33.8,0,0,5,1,0
"59",0,16.75,0,25.8888888889,0,0,0,32.6333333333,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,6,0,3,0,0,0,0,0,0,85,0,0,0,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,11,12,0,0,0,0,0,0,1.04,0,0,2,0,0,0,0,0,0,0,0,5,21,6,0,0,0,20,0,0,0,37,0,6,0,0,0,0,0,107.3390476192,0,13.2,0,0,0,3,0,52.8,56,0,1
"60",0,3.75,0,1419.1111111118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,39,8.85,0,0,0,0,0,26.9428571429,0,0,0,1,0,0,0,0,0,3,0,0,5,8,0,0,0,0,9,0,9.32,0,0,0,0,0,2,0,0,0,0,0,1,19,1,36.8,0,0,49,0,0,0,2,0,0,0,0,0,0,0,16.7231746032,0,0,0,2,0,0,0,26.4,41,1,0
"61",0,0,0,337.4444444446,0,0,0,0,1487.28,13,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,31.0833333333,0,0,0,6,0,0,0,0,0,0,7,5,14,0,4,0,0,36.2571428572,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,1,0,1,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,678.6,4,0,0
"62",0,0,1,160.2222222223,22,0,0,3,2866.56,12,1,0,0,0,1,0,0,4,0,134.48,0,0,0,0,0,0,0,16,0,0,0,5,0,1.6,0,0,0,295.04,2,12,9,3,0,0,7,31.9428571429,0,0,0,1,3,0,0,0,593.965,24,0,0,1576,0,1,3,0,2,0,1,5.2,0,1,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,24,0,0,0,0,0,0,0,0,7,20.0847619048,0,9.6,112.88,12,0,2,0,859.4,2,1,0
"63",9,0,0,366.2222222224,9,20,0,8,37,8,3,0,0,0,0,6,0,0,0,122.8,0,0,2,175,0,17,0,29,127,0,1,0,0,24,0,0,0,15.88,1,24.85,14,4,0,0,31,54.6285714286,0,0,0,4,0,0,0,0,4919.82,12,0,0,2540,0,0,1,0,0,0,39,0,0,2,0,10,0,1,0,0,6,2,0,0,0,0,0,1,0,0,0,217,0,0,0,0,1,0,56,0,23,51.1695238096,0,2,583.44,3,0,1,19,445,0,7,0
"64",10,0,0,0,1,48,0,5,0,6,8,1,0,0,0,2,0,0,0,0,0,0,166,121,39,38,0,10,156,0,1,0,13,10.4,0,0,0,7,1,1,9,1,0,2.1333333333,4,10,0,0,0,5,0,19.8,0,18,6441.8375,13,2,0,358,0,0,0,1,0,0,7,0,0,0,0,20,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,890,106,0,0,0,6,31,77,0,2,49.4463492064,0,3.2,76.16,1,0,0,83,172,3,3,0
"65",1,0,100.3333333347,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,67,12,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,47.9333333326,1,0,0,0,0,7,45,0,0,52.8,4893.915,5,13,0,125,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43.8,0,0,1,0,139,17,0,0,0,8,1,3,0,17,4,0,0,21.76,2,0,0,4,1,0,4,0
"66",0,0,897.6666666797,595.1111111114,0,3,0,1,0,0,0,0,0,0,4,0,5.3833333333,7,0,0,0,0,17,0,62,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,49.5999999991,0,6,0,0,0,34,992.8,27,798.5,39.6,754,1,34.8451923078,0,46,0,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5828571429,53.8,41,0,0,0,8,1,0,0,0,3,0,2,0,1,0,0,0,1.36,0,0,2.7,0,0,0,14,0
"67",0,0,112.6666666677,709.5555555559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,617,2176.75,3.6,67,0,35.3054487182,0,12,0,0,2,18,46,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5466666669,0,0,0,0,6,0
"68",0,0,1,4005.5555555575,0,0,0,1,0,0,0,0,0,0,3,0,43.0666666664,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,6.6181818181,0,2.72,10,13.40625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19130,0,4,0,0,0,2,0,0,0,5,55.5,0,0,0,0,0,0,0,0,0,1,28,0,0,63.0000000002,0,0,162.8057142882,69.8,0,0,0,0,0,5,0,3,7,0,0,0,0,0,2,0,0,0,0,37.6666666675,1461.2,0,0,0,6,0
"69",0,0,0,10734.8888888941,1,0,1268.402777778,1,0,0,0,0,0,0,13,0,165.1166666657,3,0,0,0,6,2,0,0,0,0,0,0,24.925,0,0,22.727272727,1,6,49,8.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4374.75,2.2,0,1,0,0,0,1,0,0,1,24,0,0,0,1,0,1,0,0,1,0,2,0,0,22,0,1,838.8000000105,39.8,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,18.5733333337,3903.9,0,0,0,0,42
"70",0,2.75,0,9270.0000000045,0,0,249.2805555556,0,0,0,0,0,0,0,49,0,138.4333333326,15,0,0,2,95,0,0,0,0,0,1,0,347.55,1,0,75.4909090908,0,72,32,50.0625,0,54,0,1,0,0,0,0,1,0,0,0,0,0,0,1112,0,0,0,0,0,0,1,0,0,2,14,0,0,0,21,0,4,0,0,8,0,10,2,0,0,0,59.44,613.4114285794,6,0,0,0,0,0,0,42,0,18,0,0,0,0,0,0,0,0,0,0,93.0800000004,1659.1,0,0,5,0,22
"71",0,33.25,0,15381.3333333408,0,0,2,0,165.16,0,0,0,0,0,1,0,5.3833333333,4,3,0,3,67,0,0,0,0,0,0,0,198.875,0,0,5,0,1,4,17.25,0,1471,0,1,0,0,0,0,8.3142857143,0,0,0,0,0,0,669,0,0,0,1,0,0,9,0,1,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,127.64,29.9142857145,1,0,0,0,0,0,0,40,0,2,0,0,0,0,0,2,0,0,0,0,37.0266666668,244.8,0,0,52,0,28
"72",0,23,0,29589.7777777921,0,0,0,0,495.48,0,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,10,0,0,0,3,13,0,0,0,0,2.03125,0,1996,0,0,0,1,0,0,23.3142857143,0,0,0,0,0,0,124,0,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,0,2,4,4,0,0,0,0,0,0,18.28,0,1,0,0,15,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,1,12.1,0,0,34,0,6
"73",0,2.75,0,23743.666666678,0,0,0,0,167.16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,10,0,0,0,0,0,0,838,0,2,0,12,0,0,14,0,0,0,0,0,0,95,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,5,3,0,0,3,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,31.807936508,0,0,0,1,0,1.7,0,0,45,0,0
"74",0,1,0,41225.2222222416,2,0,0,0,47,0,0,0,0,0,21,0,0,0,2,66.68,0,0,0,0,0,0,2,4,0,0,13,37,0,0,0,0,0,178.88,143,9,1,0,1,0,0,244.6571428574,0,0,0,0,1,0,8,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,15,11,0,0,14.7,1,0,2,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,0,0,62.8926984128,0,0,5.44,0,0,0,0,80.2,17,1,0
"75",0,0,0,31874.3333333466,10,6,0,0,191,0,3,0,0,3,10,2,0,0,1,135.04,0,0,0,7,0,0,0,6,0,0,5,5,0,11.2,0,0,0,129.08,57,20,12,0,0,0,7,108.2000000001,0,0,0,1,0,0,0,0,926.9475,50,1,0,82,1,0,4,3,0,0,3,0,0,5,0,16,8,29,0,0,31,3,0,0,0,0,0,3,0,15,0,0,0,0,0,0,1,0,35,0,4,157.9774603176,0,0,186.32,2,0,0,0,29.4,20,2,0
"76",0,0,0,34651.3333333445,3,22,0,0,0,0,5,0,0,9,35,2,0,0,0,0,0,0,8,163,18,22,0,10,0,0,1,0,1,2,0,0,0,0,12,7.85,7,0,0,6.7999999998,0,4,0,0,0,1,1006.7,0,0,0,3563.8175,66,0,0,151,0,0,2,1,0,0,1,0,0,1.8511904762,0,38,2,12,0,0,5,4,0,0,0,0,0,0,0,0,0,63,10,0,0,0,1,80,57,0,1,103.8926984128,0,0,47.6,0,0,0,0,2,0,2,0
"77",0,0,41.6666666669,23896.2222222317,2,16,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,49,61,221,14,0,2,0,0,2,0,0,0,0,0,0,0,3,1,5,0,0,63.8666666657,0,8.3142857143,0,0,0,0,90,10.4,0,0,5032.7275,17,1,0,0,3,0,0,3,0,0,0,0,0,0,4,7,0,1,2,0,6,2,0,0,0,0,0,0,0,0,0,217,3,0,0,0,4,440,3,0,0,25,0,0,9.52,0,0,0,0,0,0,6,0
"78",0,0,445.6666666709,12338.3333333376,0,0,0,0,0,0,0,0,0,5,206,0,0,0,0,0,0,0,5,0,86,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,1,0,234.5333333277,0,12.6285714286,0,0,0,2,0,0,0,0,1090.955,14,11,0,0,1,0,0,67,3,0,0,0,0,0,1,1,0,0,6.5,0,1,0,0,0,0,0,72,0,0,0,0,17,0,0,0,0,5,88,0,0,0,7.3615873016,0,0,1.36,0,0,0,0,0,0,7,0
"79",0,0,22.3333333335,348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,24.3454545451,0,0,0,0,0,0,0,1,0,0,16.333333333,0,0,0,0,0,6,0,0,0,0,1,2,15,0,0,0,0,1,26,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,272.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0
"80",0,0,7.6666666667,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17.8545454543,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1657142858,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.2,0,0,0,10,2
"81",0,0,1,3,0,0,622.5611111112,0,0,0,0,0,0,0,0,0,75.3666666662,1,0,0,0,0,0,0,2,0,0,0,0,148.925,0,0,10.4909090908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,26.32,149.9028571441,20,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,22.9,0,0,6,0,0
"82",0,6,0,0,0,0,39,1,0,0,0,0,0,0,0,0,40.6833333331,0,0,0,4,0,0,0,0,0,8,0,0,235.8,1,0,13,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,11,0,1,0,2,0,0,0,0,0,0,1,65.28,66.7428571435,10,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,10,0,0,0,3,0,0,50,0,0
"83",0,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,84,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5.7,0,0,6,99.92,7,15,0,0,0,0,0,0,44,0,5,0,0,0,0,0,0,0,99.4,0,0,0,1.7,0,0,32,0,0
"84",0,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,158,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,68.0742857151,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,8.1,0,0,9,1,0
"85",0,0,0,0,0,0,0,0,189.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,4.9166666667,1,1,0,0,0,0,0,0,0,11,0,25,0,0,45.6285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,5,0,5,0,0,0,25,0,0,0,0,0,1,67.75,0,0,0,0,3,0,0,0,2,0,14.2,0,0,4,1,0
"86",0,0,0,0,2,0,0,0,974.8,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,0,0,1,4,0,0,0,0,0,23.84,0,0,7,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,43,0,0,28,1,2.5,0,0,0,0,1,1,0,19,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,13,0,0,0,83.2,23,0,0
"87",3,0,0,0,1,0,0,0,1988.76,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,2,0,0,0,0,0,2.88,0,0,6,0,0,0,13,5,0,0,0,0,0,0,0,0,1007.955,8,0,0,756,1,0,2,2,0,0,0,0,0,8,0,1,23,0,0,0,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,18,0,4,6.3615873016,0,2,501.84,0,0,0,0,346.6,1,2,0
"88",17,0,0,0,2,3,0,0,0,6,7,6,0,2,0,6,0,0,0,0,0,0,8,64,0,25,0,15,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,29,0,0,0,0,0,55,0,0,0,7569.81,2,0,0,293,0,0,0,3,0,0,8,0,0,2,0,1,22,2,0,0,5,1,0,0,0,5.7485714287,0,0,0,0,0,24,74,0,0,0,31,2,70,0,4,15.0847619048,0,0,204,0,0,2,70,151.8,0,2,0
"89",15,0,184.3333333349,0,0,14,0,1,0,0,0,0,2,117,93,0,0,2,0,0,0,0,90,163,44,16,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,93.999999998,2,0,0,0,0,12,1629,0,0,0,3499.975,1,7,0,97,0,0,0,5,0,0,0,0,0,0,0,0,5,1,3.5,0,3,0,0,0,0,0,0,0,0,0,0,187,60,0,0,0,108.75,64,12,0,20,15.0847619048,0,0,44.88,0,0,4.7,183,6,0,26,0
"90",0,0,1399.6666666815,0,0,2,0,2,0,0,0,0,0,110,289,1,0,1,0,0,0,0,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,188.0666666634,0,0,0,0,0,28,1,0,24,0,297,0,12.6150641026,0,7,0,0,8,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,14,0,0,0,1,0,0,0,5.44,0,0,3,30,0,0,0,0
"91",0,0,94.6666666673,0,0,0,0,13,0,0,0,0,0,5,231,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.8727272727,0,0,11,0,0,0,0,1,2,0,96.666666665,0,0,0,0,0,0,0,0,1194,0,104,0,15,0,0,0,0,4,4,19,0,0,0,0,0,0,0,0,0,2,23,0,0,19.7142857144,0,0,27.1600000006,94.6,0,0,0,0,2,2,0,0,0,9,0,0,0,1,0,0,0,0,0,0,99.1,12,0,0,10,0
"92",0,0,6,1419.1111111118,0,0,18,16,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.975,0,0,6.7454545454,0,7.72,4,5.125,0,2,0,0,0,0,9.0666666664,0,0,0,0,0,0,0,0,9426.5,0,2,0,2.6150641026,4,0,0,0,0,6,18,0,0,0,0,0,1,0,2,0,0,23,0,0,35.8571428572,0,0,963.0628571597,40.8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,927,0,0,2,10,0
"93",0,0,0,183.1111111112,0,0,228,1,0,0,0,0,0,0,9,0,75.3666666662,5,0,0,0,0,0,0,0,0,0,0,0,18.925,0,0,60.7454545454,0,9,0,5.09375,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,4799.75,0,0,0,0,3,0,1,0,0,3,9,0,0,0,1,0,2,0,0,0,0,4,0,0,4,0,1,622.0000000075,6,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,652,0,0,2,0,2
"94",0,0,0,2861.1111111125,0,0,38,1,0,0,0,0,0,0,0,0,226.0999999986,13,0,0,2,5,0,0,0,0,0,0,0,38.9,0,0,81.7454545454,0,19,0,1,0,273,0,1,2,0,0,0,0,0,0,0,9,0,0,1125,0,0,1,0,0,0,14,1,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,103.56,139.2400000009,2,0,0,0,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0,401.4,0,0,3,0,1
"95",0,10.75,0,7232.8888888924,0,0,1,2,0,0,0,0,0,0,0,0,37.6833333331,11,0,0,6,7,0,0,0,0,0,0,0,5,4.9166666667,0,22,0,1,0,0,0,252,1,1,0,0,0,0,0,0,0,0,2,0,0,629,0,0,0,0,0,0,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.28,8,3,0,0,0,0,0,0,62,0,3,33.875,0,0,0,0,22,0,1,0,0,0,33.9,0,0,42,0,0
