"ACAH","AEGC","ALCC","ALSB","AMPP","ANAE","ANNS","ANTP","APEM","ARR1","ARR2","ARRV","ASTG","BEIP","BROA","CAL1","CAS3","CELI","CERT","CHRC","CISE","COCP","COMD","CORA","CORB","CORL","COUC","CYDA","DAVN","DENA","DESP","DIPP","DOL1","DOL2","DOLO","DRYS","EUGC","EUGO","FARO","GUA2","GUAD","GUAS","HAM2","HASF","HEIC","HIPV","HIR1","HIRF","HIRG","HIRT","HYBP","INMA","JACC","LONL","LUE1","MACU","MARP","MASH","MASN","MENG","MENL","MOUM","OENM","PARP","PAU1","PAU3","PAUF","PAUR","PAUT","PHRC","PITC","PLAE","PLAP","POUA","POUU","PRIA","PRIC","PROT","PYFU","PYHO","QUA1","RANA","RIN2","SAPG","SCHM","SER1","SERM","SIMA","SORA","SPOM","SPOR","TABA","TABG","TABR","TERA","TERO","TET2","TETD","TETH","THIM","TRAA","TRI1","TRI3","TRIC","TYNC","VIR1","VIR2","ZAN1"
"96",0,13.75,0,5813.7777777806,0,0,0,0,172.16,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,1,1,0,5.9166666667,5,0,0,0,0,1.03125,0,86,2,1,0,12,0,0,17.6285714286,0,0,0,0,0,0,115,0,0,1,0,0,0,3,0,0,0,0,0,0,7.04,0,0,0,1,1,0,2,0,0,0,0,0,2.64,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,21,0,0
"97",0,1,0,9838.8888888935,0,0,0,0,209.16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,2,25,0,0,0,0,0,5,22,0,4,0,16,4.5333333332,0,25.6285714286,0,0,0,1,0,1,93,0,0,2,0,0,0,0,2,6,0,1,0,0,1,0,0,1,1,10,5,3.5,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,33.875,0,0,0,0,47.4463492064,0,1,0,8,0,0,0,2,18,1,0
"98",0,0,0,22748.2222222328,3,0,0,0,242.16,1,0,1,0,0,7,0,0,0,0,35.56,0,0,0,0,0,0,0,4,0,0,3,40,0,0,0,0,0,4.88,2,2,3,0,1,0,7,98.5142857144,0,0,0,1,83,7,12,0,0,11,0,0,282,1,0,9,0,0,0,0,0,1,0,0,5,34,2,9,0,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,32.0847619048,0,0,17.68,4,0,0,0,643.8,18,3,0
"99",0,0,4,7621.2222222244,16,7,0,0,1367.48,2,0,1,0,0,5,10,0,0,1,60.24,0,0,0,4,0,3,0,5,4,0,0,3,0,0,0,0,0,0,3,6,2,0,0,0,47,37,0,0,0,0,280,57.4,1,0,229.9875,31,0,0,428,1,1,1,3,0,0,6,0,0,3,0,8,20,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,4,59.0847619048,0,1,100.64,5,0,0,0,462.4,14,0,0
"100",1,0,141.0000000015,9405.5555555576,3,29,0,0,801.48,0,0,0,0,0,0,2,0,0,0,3,0,0,0,222,64,53,0,9,98,0,14.9166666667,1,3,0,0,0,0,0,1,7,3,0,0,0,58,27.6285714286,0,0,0,0,0,1,0,0,485.98,22,0,0,99,0,0,0,7,0,0,0,0,0,2,0,9,37,4,2,0,0,15,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,94,0,13,83.7231746032,0,0,20.4,6,0,0,0,118.6,1,3,0
"101",2,0,152.6666666691,19962.8888888982,0,4,0,0,0,0,0,0,0,2,364,0,0,4,0,0,0,0,12,24,158,21,0,1,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,78.7999999983,2,3,0,0,0,4,279.5,0,0,14.4,28,6,17,0,48,0,0,1,20,6,0,0,0,0,0,8,2,41,2,8,0,0,10,0,0,0,0,0,0,0,0,0,155,3,0,0,0,4,379,13,0,2,29.3615873016,0,2,0,6,0,10.4,2,1,0,2,0
"102",0,0,1310.333333351,250,0,0,0,1,0,0,0,0,0,1,48,0,0,2,0,0,0,0,1,0,75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.5333333322,1,1,0,0,0,0,0,0,0,1.2,3,6,22.6150641026,0,45,0,0,18,19,14,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,1,229,0,0,0,1,0,19.4,0,2,1.5066666667,3,4,1,0,3,0
"103",0,0,134.3333333353,91.5555555556,0,0,0,1,0,0,0,0,0,0,4,0,5.3833333333,1,0,0,0,1,1,0,7,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0,0,0,0,25.2666666661,1,0,0,0,0,0,0,0,3,0,0,0,12,0,6,0,0,1,119,7,0,0,0,0,0,0,0,0,0,1,24,0,0,13.2857142858,0,0,0,13,0,0,0,0,0,0,0,0,0,2,39,0,0,0,1,0,18,0,0,3.0133333334,28.8,0,1,0,17,0
"104",0,0,0,258.6666666667,0,0,0,1,1,0,0,0,0,0,0,0,64.5999999996,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9.3636363635,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,5,0,0,2,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,14.3314285716,8,0,0,0,2,0,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,221.8,0,0,1,3,0
"105",0,0,0,297.5555555557,0,0,866.8416666668,4,0,0,0,0,0,0,6,0,229.0999999986,11,0,0,3,0,0,0,0,0,0,0,0,27.925,0,0,15.1090909089,0,4,5,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1697,0,0,1,1,0,1,4,0,0,1,24,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,12,61.7428571435,45.8,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,620.9,0,0,1,0,9
"106",0,17,15,14546.4444444515,0,0,256.2805555556,15,0,0,0,0,0,0,2,0,242.0999999986,4,0,0,12,1,0,0,1,0,0,0,0,324.375,1,0,21.7454545454,0,7,1,0,0,92,0,1,1,0,0,0,0,0,0,0,1,0,0,384,0,0,4,0,0,2,32,0,0,0,3,0,0,0,18,0,0,0,0,0,3.5,0,0,0,0,0,45.24,41.3314285716,47.8,0,0,7,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,110.8,0,0,56,0,0
"107",0,15.75,0,1716.6666666675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,2,0,2,1,0,1,0,0,0,0,0,150,0,1,0,0,0,0,7,0,0,0,3,0,0,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,65,17.0800000003,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
"108",0,0,0,618.0000000003,0,0,0,4,165.16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,3,2,0,0,0,0,0,0,44,0,3,0,0,0,0,93.9428571429,0,0,0,0,0,4,8,0,0,1,0,0,0,5,0,4,0,0,1,0,4.08,2,0,0,0,0,1,0,0,1,0,0,0,5,10.3314285716,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,0,0
"109",0,1,0,3024.3333333348,0,0,0,5,173.16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,7,3,0,0,0,0,11.64,9,0,3,0,15,0,0,167.8857142858,0,0,0,0,0,3,8,0,0,0,0,0,0,4,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,1.32,82.9885714296,4,0,0,20,0,0,0,3,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,195.8,1,1,0
"110",0,0,0,2039.1111111121,0,0,0,1,556.16,0,1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,1,0,8,0,0,0,0,52.6285714286,0,0,0,1,31,1,0,0,1,2,0,0,1,0,0,14,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,110.4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,838.6,1,0,0
"111",0,0,0,2783.4444444457,22,1,0,1,909.64,0,5,0,0,0,0,3,0,0,0,21.56,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,90.12,1,1,18,0,0,0,0,15.3142857143,0,0,0,1,8,2,0,0,1150.9625,2,0,0,1,0,1,18,1,0,0,0,0,0,3,1,13,1,0,0,0,13.7,1,0,0,0,35.7428571435,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,1,0,0,0,732.6,2,5,0
"112",2,0,0,4357.6666666686,1,12,0,1,112,0,4,0,0,9,8,0,0,0,0,0,0,0,5,2,4,30,0,5,0,0,5.9166666667,0,1,5.8,0,0,0,99.72,0,2,16,2,0,17.1999999997,0,0,0,0,0,1,41,0,0,0,7945.8325,0,0,0,2434,1,0,8,5,0,0,11,0,0,0,0,1,0,0,2,0,3,8,0,0,0,20.3314285716,0,6,0,0,0,34,16,0,0,0,42.875,0,88,0,11,8.7231746032,0,1,515.44,2,0,2,1,308.4,0,5,0
"113",5,0,0,15187.4444444517,0,4,0,2,0,0,1,1,0,56,3,1,0,0,0,0,0,0,1,234,8,29,0,0,0,0,3,0,0,22,0,0,0,4.44,1,1,2,33,0,147.8666666637,9,0,0,0,0,3,0,0,0,0,19459.3975,0,5.2301282052,0,852,1,0,2,11,0,3,14,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,81,150,0,0,0,6,0,131,0,0,9.3615873016,0,0,310.08,0,0,11,20,84.2,0,1,0
"114",0,0,734.66666668,377.0000000001,0,0,0,0,0,0,0,0,0,27,108,0,0,0,0,0,0,0,0,2,45,3,0,0,0,0,2,0,5.7454545454,1,0,0,0,0,1,0,1,25,0,282.1999999947,0,0,0,0,0,1,0,0,1,0,1475.995,0,6,0,85,1,0,19,12,0,0,0,0,0,0,0,1,0,0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,5,11,0,0,0,5,0,1,0,0,37.4463492064,0,5.2,25.84,0,0,4.4,4,0,0,5,0
"115",0,0,1661.3333333589,124,0,0,0,0,0,0,0,0,0,1,17,0,0,1,0,1,0,0,0,0,131,1,0,1,0,0,0,0,4.8727272727,0,0,0,0,1,1,1,0,0,0,21.9999999995,0,0,0,0,0,1,0,0,93,0,359,0,28,0,78,0,0,2,39,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,44.7428571435,72,0,0,0,0,0,3,0,0,0,33.875,0,0,0,0,0,0,32.4,16.32,0,0,17.2,1,0,0,19,0
"116",0,0,36.6666666672,1764.4444444453,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,0,0,19.875,0,0,6,0,0,0,2.03125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,917,0,6,0,2,0,26,0,0,1,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,136.0571428595,244.4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,16.2,2.72,2,0,31,0,1,0,14,0
"117",0,0,0,68.6666666667,0,0,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,3,0,27.875,1,0,4.7454545454,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3797,0,0,0,2,0,1,2,0,0,0,24,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,1890.4914286097,5,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,4,0,244.5,0,0,2,1,13
"118",0,0,0,1487.7777777785,0,0,93,0,0,0,0,1,0,0,14,0,21.5333333332,0,0,0,0,4,0,0,0,0,0,0,0,241.75,1,0,3.8727272727,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,2774.375,0,0,0,0,0,3,13,0,0,2,5,0,0,0,4,0,0,0,0,1,1,0,1,1,0,0,8,1929.0400000339,6,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,0,124.9,0,0,9,0,27
"119",0,15,0,251.7777777779,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,9,12,0,0,0,0,0,0,0,9,0,2,3,0,0,0,0,0,60,0,1,0,0,0,0,1,0,0,0,4,0,0,356,0,0,0,0,0,0,15,1,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,13.32,64.9085714293,1,0,0,5,0,0,0,13,0,38,0,0,0,0,0,4,0,0,0,0,1,0,0,0,25,0,0
"120",0,4,0,183.1111111112,0,0,0,0,185.16,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,1,7,0,0,0,0,0,0,52,0,0,0,1,0,0,6,0,0,0,0,0,15,112,0,0,0,0,0,0,16,1,0,0,4,0,0,32,2,0,0,0,0,0,1,0,1,0,0,0,14.32,25.2457142861,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
"121",0,0,0,503.5555555558,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,12,0,0,0,9,0,0,18,0,0,0,0,0,0,39,0,6,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34.4463492064,0,0,0,1,0,1,0,55.8,0,1,0
"122",0,0,0,91.5555555556,2,0,0,0,326.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,27.2,0,0,0,0,0,0,0,0,2,0,6,14,0,0,0,0,0,0,11,0,0,0,0,0,2,0,9,34,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59.8,2,3,0
"123",0,0,0,0,26,4,0,0,1751.96,0,3,0,0,1,17,8,0,0,0,2,0,0,0,0,0,0,0,12,1,0,4.9166666667,6,1,4.6,0,0,0,0,0,5,15,0,0,0,84,37.6285714286,0,0,0,1,575,14,9,0,756.9625,4,0,0,1518,1,3,13,0,2,0,9,0,0,11,0,0,0,1,3.5,0,8,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,7,1,0,1,398.48,0,0,1,0,2,1,5,0
"124",7,0,92.3333333346,68.6666666667,2,4,0,0,1,12,24,1,51,1,1,1,0,0,0,0,0,0,0,74,44,34,0,17,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,13,4,0,0,0,1,1,13,3,0,1647.935,4,11.4602564104,0,509,0,0,2,4,0,0,21,0,0,1,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,86,30,0,0,0,3,0,160,0,5,13.3615873016,0,8,100.64,3,0,0,2,1,1,0,0
"125",3,0,82.0000000013,0,0,3,0,4,0,15,4,0,21,1,6,0,0,0,0,0,0,0,7,16,273,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23.666666666,0,2,0,0,0,6,270.05,1,0,3.6,810.99,2,8.8451923078,0,83,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3.5,0,5,10,0,0,2,0,0,0,0,0,0,96,10,0,0,0,39.875,0,16,0,5,4,0,1,17.68,1,0,3.7,2,0,0,4,0
"126",0,0,617.0000000114,0,0,9,0,1,0,5,0,0,0,0,1319,0,0,0,0,0,0,0,3,0,115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,132.5999999971,1,0,0,0,0,28,568.2,0,1,0,221,0,12.8451923078,0,26,0,0,0,10,4,0,0,0,0,0,0,0,0,4,3.5,3,0,2,0,0,0,0,0,5,0,0,0,18,3,0,0,0,22,378,2,0,0,1,0,0,0,0,0,9,0,0,0,5,0
"127",0,0,859.3333333392,618.0000000003,0,0,0,2,0,0,4,1,0,0,44,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29.333333333,0,0,0,0,0,3,0,0,1546.625,0,26,1,1,0,17,0,0,10,8,14,0,0,0,0,0,0,0,0,1,8.5,0,0,0,1,0,0,0,10,0,0,1,0,0,1,0,0,0,2,60,0,0,0,1,0,0,0,0,3.0133333334,40.3,0,0,0,27,18
"128",0,0,15.3333333335,7896.6666666705,0,0,0,2,0,3,0,0,0,0,8,0,123.8166666659,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7.4909090908,0,0,0,1.03125,0,8,0,0,0,0,1.1333333333,0,1,0,0,0,1,0,0,6946.375,0,5,1,0,0,19,0,0,5,24,8,0,0,0,0,0,0,0,1,7,4,54,0,0,29,0,0,5.7485714287,10,0,0,0,0,0,0,0,4,0,0,13,0,0,0,2,0,92.8,2.72,0,33.133333334,277.5,0,0,0,2,15
"129",0,0,0,0,0,0,15,0,0,0,0,9,0,0,6,0,202.1833333321,0,0,0,0,3,0,0,0,0,0,0,0,24,0,0,9.4909090908,0,22.16,64,7.21875,0,3,0,0,0,0,0,0,0,1,8,0,2,0,0,4381.375,0,2,0,3,3,69,0,0,0,14,11,0,0,0,0,0,1,0,0,10,3.5,36,0,0,22,0,3,47.0800000003,0,0,0,0,0,0,0,0,19,2,0,4,0,0,0,5.3615873016,0,0,1,0,42.5733333337,4470.8,0,0,1,0,27
"130",0,0,2,0,0,0,14,2,3,1,0,91,0,0,2,0,81.3666666662,13,0,0,8,36,0,0,1,0,0,0,0,211.725,4,0,283.6181818181,7,133.72,179,46.15625,0,106,0,0,17,0,0,0,0,2,14,1,38,0,1,1020.75,0,0,0,0,6,64,3,0,0,13,6,0,0,0,8,0,31,0,2,12,6.5,27,0,0,0,0,16,21.3314285716,2,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,12.8,0,6,37.0133333334,2512.7,0,0,2,1,929
"131",0,8,0,14877.777777785,0,0,0,2,4,0,0,11,0,0,1,0,0,10,0,0,23,4,0,0,0,0,0,0,0,60.85,4.9166666667,0,11,0,2,2,2,0,1118,0,0,0,0,0,0,0,0,0,0,1,0,12,183,0,0,1,0,0,0,5,2,2,3,2,0,0,0,6,0,3,41,0,2,4,0,2,0,1,0,23.92,0,5,0,0,0,0,0,0,16,0,3,0,0,0,0,0,1,0,10,0,10,13.0133333334,144.2,0,0,3,0,438
"132",0,0,0,13139.666666673,0,0,0,0,11,0,0,19,0,0,2,0,0,3,0,0,32,0,0,0,0,0,8,1,0,1,2,3,3,0,0,0,0,0,987,3,4,0,0,0,0,5,0,0,0,3,0,40,272,0,0,2,0,0,1,4,11,1,1,6,0,0,6,1,1,4,7,0,7,0,0,0,0,0,1,6.32,1.5828571429,1,0,0,5,0,0,0,3,0,1,0,0,0,0,0,8,0,2,0,4,3,15,0,26.4,9,0,41
"133",0,1,0,11091.5555555609,0,0,0,0,6,0,0,7,0,0,0,0,0,2,0,3,1,0,0,0,0,0,2,2,0,0,2,51,0,0,0,0,0,0,321,8,0,0,2,0,0,23,0,0,0,0,0,0,71,0,0,1,0,0,0,1,17,14,1,11,0,0,2.04,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1,70.2542857144,0,3,0,5,0,1.7,0,3,18,1,1
"134",0,0,0,7485.4444444476,1,0,0,0,220.16,3,0,2,0,0,0,0,0,1,6,75,0,0,0,0,0,0,1,11,2,0,3,28,0,1.6,1,0,0,77.84,126,65.7,15,0,0,0,2,58.3142857143,0,0,0,1,0,0,3,0,0,23,0,0,1247,0,9,27,1,2,0,0,0,0,2,0,8,4,43,6,0,2,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,5,144.5933333336,0,17,50.32,8,0,0,0,432.6,6,1,0
"135",2,0,0,32002.2222222317,55,0,0,5,654.48,9,45,5,0,0,0,4,0,0,3,34.56,0,0,0,20,4,21,0,29,0,0,4.9166666667,3,1,8.4,0,0,0,11.32,59,44,15,0,0,0,3,129.5714285715,0,0,0,4,93,0,0,0,4136.845,122,0,0,1423,0,3,29,2,2,0,34,0,1,4,4,39,22,48,0,0,6,14,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,130,1,15,158.7853968256,0,5,414.8,2,0,0,25,1059.4,2,2,2
"136",26,0,149.333333335,9778.6666666671,2,1,0,1,1,8,12,0,0,11,2,3,0,0,2,0,0,0,1,104,37,21,0,12,0,0,0,0,0,15.8,0,0,0,0,26,0,12,5,0,6,0,5,0,0,0,1,74,0,0,0,2733.95,39,5,0,71,0,2,1,3,0,0,1,0,0,1,0,43,2,24,0,0,2,0,0,0,0,0,0,0,0,0,0,83,19,0,0,0,0,9,86,0,3,55.4463492064,0,1,24.48,0,0,0,8,105.8,0,1,0
"137",3,0,433.3333333403,1786.8888888889,0,0,0,1,0,10,5,3,0,32,19,0,5.3833333333,1,0,0,0,2,0,15,136,21,0,8,0,0,1,0,0,20.6,1,0,0,1,7,1,8,118,0,11.3999999999,0,4,0,0,0,28,6.45,0,1,0,1422.985,22,11.8451923078,0,43,1,1,2,7,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,1,1,0,0,1,58,6,0,0,0,0,430,3,0,31,18.3615873016,0,0,1.36,1,0,0,0,6,0,1,0
"138",0,0,378.3333333401,150.8888888889,0,0,0,0,0,2,0,0,0,25,344,0,0,1,0,0,0,0,0,0,121,0,0,5,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0,33.333333333,1,0,0,0,0,35,0,0,0,0,116,21,13,0,3,0,2,2,22,0,0,0,0,0,0,0,0,0,0,6.5,0,1,0,7.2857142858,0,0,0,202.8,0,0,0,0,2,3,0,0,0,0,60,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0
"139",0,1,1.6666666667,70,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.1333333333,1,1,0,0,0,1,0,0,0,0,38,3,3.6150641026,0,3,0,0,1,11,2,0,0,0,0,0,0,1,0,0,2,1,0,0,3.4285714286,0,0,8.3314285716,12,0,0,0,6,0,1,0,0,1,0,4,0,0,0,3,0,0,0,0,4.5200000001,19.3,0,0,1,13,0
"140",0,0,0,759.1111111114,0,0,10,3,0,3,0,0,0,0,1,0,69.9833333329,7,0,1,0,12,1,0,4,0,1,0,1,0,1,0,9.3636363635,0,0,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,15,12,0,0,4,0,0,0,13,3,0,0,0,0,0,0,0,2,0,1,11,0,0,2,0,0,690.9371428703,4,0,0,0,7,0,0,0,11,1,33.875,1,0,0,0,13.0847619048,0,0,0,0,12.0533333336,208.5,0,26.4,0,2,0
"141",0,0,0,4245.111111113,0,0,28,1,0,0,0,0,0,0,5,0,336.2333333314,4,0,0,0,51,4,0,5,0,1,1,0,4,4,0,26.1090909089,0,122.44,36,8.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,1650.8971428889,1,0,0,0,2,0,0,0,24,2,0,0,0,0,0,1,0,3.2,0,0,1,320.2,0,0,1,0,0
"142",0,3,0,2592.5555555568,0,0,6,1,0,0,0,0,0,0,4,0,87.3666666662,22,0,0,3,85,0,0,0,0,2,0,0,98.875,0,1,134.9818181816,0,24.72,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,3,0,0,0,5,0,0,0,7,0,2,0,6,0,0,0,1,1,0,0,31.64,395.8342857217,7,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,27.2,0,0,8,3,0
"143",0,2,0,1694.7777777786,0,0,0,0,0,0,0,0,0,0,0,0,6.3833333333,12,0,0,9,10,0,0,0,0,9,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,2,11,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,32,4,0
"144",0,0,0,434.8888888891,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,0,0,10.95,0,4,0,1.6,0,0,0,7.88,0,0,0,0,4,1,0,5,0,0,0,0,0,59,0,0,0,0,0,0,0,0,2,0,0,1,0,0,21,0,0,0,0,7,0,0,0,2,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,7,1,0
"145",0,0,0,2074.000000001,0,0,0,0,26,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10,0,0,7.95,0,7,0,54.2,0,0,0,0,2,1,7,0,5,1,0,11,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,17.7231746032,0,0,0,1,0,0,0,0,6,0,0
