"ACAH","AEGC","ALCC","ALSB","AMPP","ANAE","ANNS","ANTP","APEM","ARR1","ARR2","ARRV","ASTG","BEIP","BROA","CAL1","CAS3","CELI","CERT","CHRC","CISE","COCP","COMD","CORA","CORB","CORL","COUC","CYDA","DAVN","DENA","DESP","DIPP","DOL1","DOL2","DOLO","DRYS","EUGC","EUGO","FARO","GUA2","GUAD","GUAS","HAM2","HASF","HEIC","HIPV","HIR1","HIRF","HIRG","HIRT","HYBP","INMA","JACC","LONL","LUE1","MACU","MARP","MASH","MASN","MENG","MENL","MOUM","OENM","PARP","PAU1","PAU3","PAUF","PAUR","PAUT","PHRC","PITC","PLAE","PLAP","POUA","POUU","PRIA","PRIC","PROT","PYFU","PYHO","QUA1","RANA","RIN2","SAPG","SCHM","SER1","SERM","SIMA","SORA","SPOM","SPOR","TABA","TABG","TABR","TERA","TERO","TET2","TETD","TETH","THIM","TRAA","TRI1","TRI3","TRIC","TYNC","VIR1","VIR2","ZAN1"
"146",0,0,0,964.7777777782,1,0,1,0,380.32,0,0,0,0,1,0,0,0,0,0,10.68,0,0,0,0,0,0,0,3,0,1,1,7,0,28.2,0,0,0,0,0,25,5,0,0,1,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,6,2,0,0,8,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,1,2,27,7,0,0,0,5,0,0,0,0,6,1,0
"147",0,0,4.3333333334,1866.1111111119,14,4,0,0,327.16,0,0,0,0,5,1,5,0,0,3,8.56,0,0,0,0,0,0,0,3,1,0,2,2,0,1,0,0,0,21.64,0,42.7,25,0,0,0,25,6.3142857143,0,0,0,1,23,0,4,0,426.98,2,0,0,1292,0,4,11,0,0,0,0,0,0,0,0,0,22,2,1,0,33.7,11,0,0,0,0,0,0,0,6,0,7,0,0,0,0,1,0,1,0,14,6,0,2,131.92,0,0,1.7,0,0,3,7,0
"148",0,0,0,1298.555555556,18,25,0,0,0,0,0,0,18,32,18,1,0,0,1,0,0,0,0,68,0,29,0,5,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,6.5333333332,19,5.3142857143,0,0,0,2,178.9,0,0,0,5615.8875,0,0,0,1439,0,3,1,1,0,0,11,0,0,0,0,0,5,1,0,0,8,16,0,0,0,0,0,0,0,1,0,20,3,0,0,0,2,7,91,0,6,6.3615873016,0,1,1107.04,0,0,1,18,0,0,4,0
"149",0,0,92.333333335,626.1111111113,0,29,0,0,0,0,0,0,0,56,121,0,0,0,0,0,0,0,65,210,13,17,0,0,0,0,19.8333333334,0,0,0,0,0,0,1,0,4,1,0,0,50.999999999,0,2,0,0,0,0,13,0,10,0,1611,0,0,0,126,0,0,0,1,0,0,5,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,32,124,0,0,0,21,15,12,0,6,3,0,0,80.24,0,0,0,54,0,1,2,0
"150",0,0,454.6666666721,11,0,7,0,0,0,90.375,0,0,0,8,2,0,0,0,0,0,0,0,30,0,96,0,0,0,0,0,14.8333333334,0,0,0,0,0,0,0,0,0,1,0,0,11.7999999998,0,0,0,0,0,0,0,0,1,0,482,0,40.075320513,0,56,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,20,0,0,0,0,1,16,0,0,0,0,1,1,0,8,4,0,0,24.48,0,0,4.4,3,0,1,22,0
"151",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1.1333333333,0,0,0,0,0,3,0,0,472.75,0,23,0,29.8451923078,0,2,0,0,2,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4285714288,0,0,24.5771428577,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.36,0,0,161.6,0,0,0,2,0
"152",0,1,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.425,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2907.625,0,2,0,1,0,9,0,0,6,10,6,1.0625,0,0,1,0,0,0,0,0,0,0,0,0,21.2857142858,0,2.32,228.4514285758,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,221.9,0,0,0,14,0
"153",0,1,0,0,0,0,802.8416666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,4,0,3,0,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,7625.75,0,27,0,0,0,1,2,0,0,1,13,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,61,201.0400000039,6,0,0,0,1,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0
"154",0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.75,1,0,0,0,0,0,0,1,8,0,3,2,0,0,1,0,0,0,0,2,0,0,2720.75,0,0,0,0,0,0,9,0,0,1,5,0,0,0,6,0,0,9,0,1,0,0,0,0,1,0,46.32,4.7485714287,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0
"155",0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,2,0,4,0,0,5.6181818181,0,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,1,0,0,595,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,6,0,0,2,0,0,0,0,8,16.64,0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,6,2,8.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,4,0,1,0,5,0,0,1,54.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,3.7,0,0,1,0,0
"157",0,1,0,22.8888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,0,1,0,0,0,0,1,1,2,0,6,0,0,1,0,0,0,0,0,48,64,0,0,0,0,0,7,0,1,0,3,0,0,0,1,0,2,9,1,0,0,0,0,0,0,0,0,1,4,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,7.8,0,0,1,0,0
"158",0,0,0,101.5555555556,12,0,0,0,170.16,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,1,17,0,1,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,6,5,3,1,0,0,0,0,0,0,1,1.5828571429,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,96.2,0,1,0
"159",11,0,0,10,23,0,0,0,956.48,1,0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,1,0,0,2,0,9.8333333334,2,0,5.6,0,0,0,174.64,0,0,2,0,0,0,1,0,5,0,4,1,7,0,0,0,411.9825,1,0,0,147,0,0,3,4,0,0,0,0,0,1,9,3,2,0,3,0,3,11,0,0,0,24.4971428574,0,0,0,0,2,2,0,0,0,0,0,0,0,12,2,3,1,3,77.16,0,0,0,0,93.4,1,5,0
"160",17,0,0,148.3333333334,10,18,0,0,248.16,0,0,0,0,5,1,1,10.7666666666,0,0,0,0,0,0,21,10,6,0,1,4,0,0,0,0,338.4,0,0,0,35.92,3,0,3,0,0,0,0,4,0,0,0,5,7,0,0,0,4038.92,0,0,0,439,0,0,4,11,0,0,8,0,0,1,8,4,0,0,19,0,4,14,0,0,0,50.5771428577,0,0,0,0,0,32,0,0,0,0,107.75,0,3,0,4,7.3615873016,0,25.2,1066.24,4,0,0,0,74.8,0,1,0
"161",4,0,0,160.2222222223,0,0,0,1,0,0,0,0,0,76,22,0,0,0,0,0,0,0,61,77,85,11,0,0,0,0,1,0,0,418,0,0,0,12.44,0,0,1,0,0,3.3999999999,1,2,0,0,0,2,1104.8,0,6,1.2,2452.99,0,0,0,255,0,0,0,7,1,0,1,0,0,0,2,0,2,0,3.5,1,2,13,0,0,0,3.5828571429,0,0,0,1,0,174,7,0,0,0,27,69,165.3,0,6,24.807936508,0,2,99.28,1,0,0,0,3,0,7,0
"162",0,0,714.3333333436,392.2222222224,0,2,0,3,0,0,0,0,0,94,15,0,0,0,0,0,0,0,14,0,48,1,0,0,1,0,10.8333333334,1,0,10,0,0,0,0,1,0,0,1,0,24.5333333332,0,0,0,0,0,6,0,10.4,0,1.2,485,0,34.8451923078,0,56,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3.5,0,0,1,0,0,0,0,19,1,0,0,0,25,0,0,0,0,45.875,18,3,0,7,7.3615873016,0,0,13.6,0,0,4,1,0,0,7,0
"163",0,0,1215.0000000146,269.0000000001,0,0,0,0,0,0,0,0,0,38,156,0,0,1,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,1,3.44,18,0,0,0,0,0,0,0,5.5333333332,0,0,0,0,0,10,0,0,0,0,128,0,22.075320513,0,31,0,0,1,58,15,0,0,0,0,0,0,0,0,0,9,0,2,0,8,0,0,1.5828571429,184.4,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,9.52,0,0,8.5,0,0,0,41,0
"164",0,0,2,867.3333333337,0,0,0,0,0,0,0,0,0,0,120,0,5.3833333333,0,0,0,0,0,3,0,0,0,0,0,0,3.975,0,0,1.8727272727,0,1.72,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,245,0,10,0,1,0,4,0,0,7,94,28,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,198.2971428604,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,6.8,0,0,398.4,0,0,0,25,7
"165",0,17.5,0,771.4444444448,0,0,920.8416666668,1,0,0,0,0,0,0,50,0,140.9666666658,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.2363636362,0,11.44,6,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,806.375,0,0,0,0,0,1,0,0,7,14,7,0,1,0,3,0,1,133,0,0,0,0,0,0,3,0,1,1214.5371428838,2,0,0,0,0,0,0,1,64,4,0,0,0,0,0,12.7231746032,0,0,0,0,0,1501.3,0,0,6,4,61
"166",0,2,0,4852.4444444468,0,0,261.2805555556,1,0,0,0,0,0,0,22,0,62.2166666663,31,0,0,0,0,0,0,1,0,0,0,0,103.7,0,0,11.7454545454,0,12.72,2,0,0,277,0,3,1,0,0,0,0,0,0,0,34,0,0,214,0,0,0,0,0,0,4,0,0,2,2,1,0,0,4,0,0,0,0,0,4.5,0,0,0,0,0,48.16,283.0171428631,61,0,0,0,0,0,0,24,4,5,0,0,0,0,0,30.0847619048,0,0,0,1,0,384.1,0,0,6,0,880
"167",0,12,0,3215.444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495,1,1,0,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,157,0,0,0,0,0,0,1,0,22.28,38.657142858,2,0,0,0,0,0,0,22,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,176
"168",0,2,0,2944.7777777792,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1.8727272727,0,1,0,0,0,178,4.85,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,1,6,0,0,0,0,0,0,0,1,2,7.3314285716,36.8,0,0,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,1,0
"169",0,1,0,8747.888888893,0,0,1,0,232.16,0,0,0,0,0,0,0,0,0,0,21.56,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0,0,0,0,44,7,1,0,2,1,0,1,0,0,0,1,0,22,0,0,0,5,0,0,1,1,0,5,1,0,0,0,2,0,0,1,1,3,3,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,0,0,1,1,0,0,0,0,25.0847619048,0,0,0,4,0,1,0,0,3,0,0
"170",0,0,0,16021.0000000076,2,0,0,0,1163.96,0,0,0,0,0,3,2,0,0,0,95.56,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,19.72,8,1,7,0,0,0,4,0,0,0,0,0,0,20,0,0,1,5,0,0,0,0,0,2,1,0,0,0,0,0,2,2,2,1,4,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,3,4,2,0
"171",0,0,0,3762.0000000014,21,0,0,0,1786.6,0,0,0,0,0,2,2,5.3833333333,1,1,44.12,0,0,0,0,1,0,0,4,8,0,3,6,0,7.2,0,0,0,4.44,3,15.7,52,1,4,0,19,2,0,0,0,0,0,7,1,0,28,8,0,0,662,0,14,1,4,0,0,0,0,0,0,0,11,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,8,5.3615873016,0,0,62.56,3,0,1,0,5,0,2,2
"172",16,0,0,14683.0000000034,4,12,0,0,1,95,1,0,0,1,8,9,0,0,1,1,0,0,6,48,10,8,0,11,90,0,4.9166666667,0,0,20.6,0,0,0,0,0,0,33,0,0,0,120,1,0,0,0,1,25,0,0,0,3066.915,8,0,0,1162,0,0,0,0,0,0,1,0,0,0,13,56,3,2,1,0,1,9,0,0,0,0,0,0,0,0,0,44,23,0,0,0,105.625,1,28,0,18,22.4463492064,0,1,520.88,7,0,0,8,28.4,1,3,0
"173",8,0,17.3333333336,8422.6666666677,0,2,0,7,1,39,0,0,0,0,179,0,0,0,0,0,0,0,9,34,98,12,0,6,2,0,5.9166666667,0,0,9.4,0,0,0,1,1,1,2,0,0,0,17,4,0,0,0,4,696,0,0,0,2878.995,3,2,0,378,0,0,1,7,0,0,0,0,0,0,2,22,0,0,0,3,1,8,0,0,2,0,0,2,0,0,0,57,21,0,0,0,39,1,173,0,0,7,0,0,97.92,1,0,3,6,0,0,7,0
"174",1,0,421.0000000056,1606,0,2,0,1,0,8,0,0,0,0,148,2,0,2,0,0,0,0,3,0,63,1,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,49,0,8,2,0,0,0,0,15,1,0,0,0,492,0,9,0,72,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,7,0,0,0,0,26,1,0,0,0,34.875,0,2,0,0,0,0,0,4.08,0,0,3,0,0,0,4,0
"175",0,0,56.6666666676,500,0,0,0,1,0,0,0,0,0,0,94,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,4,0,0,0,0,0,32,0,5,3,0,88,0,20.6150641026,0,13,0,0,0,7,9,0,0,0,0,0,0,0,0,1,14,6,0,0,3,0,0,0,901.6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0
"176",0,0,0,350,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,14.975,0,0,6.7454545454,0,0,4,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,57,0,9,0,9.6150641026,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,13,1,0,12.8571428572,0,0,6.7485714287,314.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0,0,5,0
"177",0,0,0,1521.2222222228,0,0,3,0,0,29.125,0,1,0,0,2,0,132.1999999992,1,0,0,0,0,0,0,0,0,0,0,0,56.75,0,0,41.7090909086,0,3.44,8,1.03125,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,104,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,92,0,0,9.4285714286,0,0,342.428571435,43,0,0,0,0,0,1,0,63,0,0,0,0,0,0,4.3615873016,0,0,0,0,0,808.9,0,0,1,4,0
"178",0,0,0,1878.5555555564,0,0,56,0,0,0,0,36,0,0,46,0,235.4833333319,12,0,0,0,36,0,0,0,0,0,0,0,131.625,5,0,149.3636363635,0,37.72,22,19.1875,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,10,1,0,1,0,9,0,1,0,1,1,0,0,1,0,0,13,1,0,0,0,4,1248.8228571663,3,0,0,0,0,0,0,15,15,3,0,0,0,0,0,1,0,0,0,2,2.5066666667,1664,0,0,23,2,2
"179",0,0,0,113,0,0,1,0,2,0,0,5,0,0,1,0,0,9,0,0,0,26,0,0,0,0,0,0,0,16.975,3,0,47,0,8,6,3.03125,0,98,0,0,0,0,0,0,0,0,0,0,22,0,17,1,0,0,0,0,0,5,3,0,0,0,2,1.0625,0,0,0,0,0,23,3,1,0,1,0,0,0,0,56.92,33.4114285719,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,6.0133333334,38.5,0,0,13,0,0
"180",0,0,0,2861.1111111125,0,0,0,0,10,0,0,1,0,0,1,0,0,2,0,0,17,1,0,0,0,0,2,3,0,0,1,2,0,0,0,0,0,0,121,0,1,0,0,0,0,1,0,0,0,2,0,44.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47.36,0,0,0,37,16,6,1,0,0,0,0,1,63.88,23.4114285719,0,0,0,0,0,0,0,51,0,1,47.875,0,0,0,0,19,0,0,0,1,5.5200000001,0,0,0,25,2,0
"181",0,0,0,7474.0000000036,0,0,0,0,210.16,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,4,1,0,0,0,10,0,0,0,0,0,0,14,0,0,0,4,1,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,5,1,0,10,0,0,0,3,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,27,0,0,0,11,0,0,0,0,5,0,0
"182",0,0,0,11210.0000000054,1,0,0,1,275.16,2,0,1,0,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,3,0,0,0,7,0,128.8,0,1,0,0,2,37,6,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,3,0,2,0,0,0,0,2,0,6,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,30.7231746032,0,0,3,5,0,0,0,200.8,8,0,0
"183",2,0,0,9877.6666666714,35,2,0,0,1046.64,1,7,5,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,8,3,0,0,3,0,174.2,0,0,0,70,0,121.25,21,0,0,0,5,2,0,0,0,0,0,0,0,0,24,5,0,0,1,0,1,45,3,0,0,0,0,0,1,0,0,16,19,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41.875,1,0,0,1,61.0847619048,0,0,0,2,0,0,0,437.2,8,1,0
"184",37,0,0,4495.1111111121,13,10,0,0,2,1,5,6,0,11,8,7,0,51,0,2,0,0,0,67,0,20,0,17,0,0,0,0,1,45.4,0,0,0,3,8,117.95,3,0,0,0,0,2,0,0,0,3,489.9,3,0,0,4629.9,0,0,0,613,0,0,5,4,0,0,11,0,0,1,0,1,5,23,0,1,6,8,0,0,0,0,0,0,0,0,0,67,48,0,0,0,4,6,12,0,3,416.9774603176,0,1,1081.48,5,0,0,0,498,0,11,0
"185",3,0,25.666666667,2134.888888889,0,17,0,0,0,0,1,5,0,26,57,1,0,0,0,0,0,0,1,24,28,25,0,3,0,0,0,0,0,64.4,0,0,0,0,0,9,5,0,0,4.1333333333,0,2,0,0,0,0,1568,0,0,1.2,4472.9925,1,4.6150641026,0,157,0,0,1,6,0,0,4,0,0,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,90,49,0,0,0,44,88,107,3,0,46.3615873016,0,0,144.16,2,0,0,0,28,1,1,0
"186",0,0,1221.3333333441,364.7777777778,1,7,0,1,0,0,0,0,0,59,137,0,5.3833333333,7,0,0,0,0,1,2,196,0,0,2,0,0,0,0,0,9,0,0,0,0,0,3,3,14,0,13.1333333333,0,0,0,0,0,3,0,0,0,31.2,918,0,25.6903846156,0,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,0,0,11,10,3,0,0,10.3615873016,0,0,17.68,0,0,0,0,0,0,6,40
"187",0,0,21.0000000002,807.1111111113,0,2,0,4,0,0,0,0,0,6,117,0,0,1,0,0,0,1,0,0,155,2,0,0,0,0,1,0,7.6181818181,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,1,396.75,13,140,0,22.4602564104,0,10,0,0,12,24,87.5,0,0,0,0,0,0,0,0,0,19,1,13,0,13,0,1,6.3314285716,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,4.08,0,0,45.8,0,0,0,34,24
"188",0,0,0,562.3333333336,0,0,2,0,0,0,0,0,0,0,3,0,16.1499999999,0,0,0,0,3,0,0,2,0,0,1,0,15.9,0,6,80.0363636353,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,202,1.2,0,0,1,0,1,0,0,23,10,89.5,0,0,0,0,0,0,0,1,0,0,1,0,0,9.4285714286,0,2,109.9771428592,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,327.1,0,0,0,4,33
"189",0,1,1,147.3333333334,0,0,27,2,0,0,0,0,0,0,15,0,92.5166666661,4,0,0,0,3,0,0,0,0,0,0,0,20.975,2,0,67.9636363632,0,11,0,3.09375,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3061,2.4,0,1,0,0,0,0,0,3,4,47,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.28,612.400000009,0,0,0,0,0,0,142,0,58,1,0,0,0,0,0,0,0,0,0,0,0,123.5,0,0,0,0,54
"190",0,0,0,91.5555555556,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,3,5,0,0,0,0,0,0,0,141.825,1,0,49.8727272727,0,6,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,1,0,0,4,16,0,0,0,4,0,0,30,1,0,4,0,1,1,1,0,41.28,76.3200000012,46,0,0,0,0,0,0,3,23,4,0,0,0,0,0,0,0,0,1,0,0,12,0,0,4,0,3
"191",0,9,0,45.7777777778,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,0,107,0,2,0,0,0,0,0,0,0,0,2,0,1,132,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,54,2,0,0,0,0,0,0,1,9,3.5828571429,9,0,0,0,0,0,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0
"192",0,1,0,5937.2222222251,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,19,0,0,0,6,7,0,0,0,0,0,0,13,1,1,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,3,0,0,28.16,0,0,0,51,6,0,0,0,0,0,0,0,3,4.7485714287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,99,0,0
"193",0,1,0,2554.2222222234,2,0,0,0,228.16,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0,0,1.44,3,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,6,0,0,3,0,0,1,0,3,0,0,0,2,1,0,0,0,1.5828571429,0,0,0,0,0,0,0,0,0,0,101.625,0,0,30,0,0,0,0,0,0,0,1.7,0,1,16,4,0
"194",0,0,0,4866.4444444465,14,0,0,0,1500.12,1,0,1,0,0,6,1,0,0,0,18,0,0,0,0,0,0,0,1,0,0,6.9166666667,24,0,0,0,0,0,158.28,1,0,8,0,0,0,2,6,0,0,0,1,0,0,1,0,0,4,0,0,42,0,0,7,3,0,0,0,0,0,0,4,2,2,3,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,77.52,2,0,3,0,0,14,2,1
"195",0,0,0,5937.6666666687,78,3,0,0,708.48,1,0,1,0,1,0,7,0,0,1,0,0,0,0,1,0,3,0,27,0,0,2,3,0,0,0,0,0,11,0,1,7,0,0,0,1,17,0,0,0,2,0,1,0,0,124.9975,9,0,0,512,1,1,1,3,2,0,4,0,0,4,4,11,2,1,6.5,0,11,2,0,0,0,1.5828571429,0,0,0,0,0,7,0,1,0,0,0,0,12,0,3,0,0,0,772.48,4,0,0,14,0,3,13,0
"196",1,0,2,2269.1111111114,22,7,0,0,15,22,0,1,0,17,0,2,0,0,1,0,0,0,0,138,56,19,0,7,0,0,7,2,0,0,0,0,0,0,1,0,4,4,0,0,1,4,0,0,0,0,0,3,0,2.4,950.96,15,1,0,111,0,1,0,10,0,0,1,0,0,0,4,8,0,0,6.5,0,11,2,0,0,0,15.828571429,0,0,0,1,0,90,40,0,0,0,35.875,0,66,2,1,0,0,0,43.52,1,0,0,26,0,0,7,0
