"ACAH","AEGC","ALCC","ALSB","AMPP","ANAE","ANNS","ANTP","APEM","ARR1","ARR2","ARRV","ASTG","BEIP","BROA","CAL1","CAS3","CELI","CERT","CHRC","CISE","COCP","COMD","CORA","CORB","CORL","COUC","CYDA","DAVN","DENA","DESP","DIPP","DOL1","DOL2","DOLO","DRYS","EUGC","EUGO","FARO","GUA2","GUAD","GUAS","HAM2","HASF","HEIC","HIPV","HIR1","HIRF","HIRG","HIRT","HYBP","INMA","JACC","LONL","LUE1","MACU","MARP","MASH","MASN","MENG","MENL","MOUM","OENM","PARP","PAU1","PAU3","PAUF","PAUR","PAUT","PHRC","PITC","PLAE","PLAP","POUA","POUU","PRIA","PRIC","PROT","PYFU","PYHO","QUA1","RANA","RIN2","SAPG","SCHM","SER1","SERM","SIMA","SORA","SPOM","SPOR","TABA","TABG","TABR","TERA","TERO","TET2","TETD","TETH","THIM","TRAA","TRI1","TRI3","TRIC","TYNC","VIR1","VIR2","ZAN1"
"249",0,2,0,20,0,0,0,0,0,0,0,0,0,0,1,0,86.1333333328,9,0,0,0,0,0,0,1,0,0,0,0,142.375,0,0,216.2181818178,0,48,9,6.03125,0,22,0,0,1,0,0,1,0,0,0,0,0,0,1,651.375,0,0,2,0,0,0,2,0,2,4,10,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,20,203.6400000024,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,339.2,0,0,2,0,0
"250",0,21,0,374.3333333335,0,0,0,1,0,0,0,0,0,0,0,0,5.3833333333,3,0,0,0,2,0,0,0,0,1,0,0,42.9,7,1,49.7454545454,0,0,3,2,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,426.375,0,0,0,0,0,0,7,1,0,0,3,0,0,0,4,0,0,77,0,0,0,0,0,0,0,7,60.92,6,0,0,0,0,0,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,19,0,0
"251",0,13,0,346.3333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,22,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0
"252",0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,4,0,0,0,2,14,1,0,0,0,0,0,55,0,1,1,2,9.0666666664,5,1,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"253",0,0,0,3513.2222222237,3,0,0,0,13,0,0,0,0,0,0,0,0,1,0,32.12,0,0,0,0,0,0,0,0,0,0,20,41,0,0,0,0,0,5.44,10,3.85,4,0,0,1,0,17,0,0,0,0,0,34,0,0,0,0,0,0,0,1,3,23,0,1,0,0,9,0,2,0,3,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,38.807936508,0,0,0,0,0,27,0,49.4,6,0,0
"254",0,0,0,25414.4444444566,19,0,0,0,179.16,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,1,2,0,7,11,0,3.2,0,0,0,11.44,2,8.85,45,0,0,8,0,2,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,1,8,0,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,0,31,3,2,0
"255",5,0,0,1296.2222222223,63,11,0,0,612.48,2,1,0,0,1,0,15,0,0,0,0,0,0,0,7,0,0,0,1,120,0,2,2,0,40.8,0,0,0,33,0,7.85,14,6,0,0,2,2,0,0,0,2,188.45,0,2,0,819.9875,0,0,0,342,0,0,9,3,0,0,1,0,0,7.7023809524,0,19,0,2,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,5.3615873016,0,0,542.64,6,0,0,0,22,1,8,1
"256",22,0,0,1205.8888888889,35,13,0,0,242.16,0,0,1,1,25,0,0,0,0,0,0,0,0,2,284,1,22,0,1,62,0,7,0,1.8727272727,15.2,0,0,0,7,1,0,1,14,0,2.2666666666,24,1,0,0,0,2,347,0,1,0,8997.7025,0,0,0,421,1,0,3,32,0,0,1,0,0,4,1,45,1,4,4.5,0,3,6,0,0,0,0,0,0,0,0,0,96,59,0,0,0,8,3,154,11,32,8.3615873016,0,6.4,466.48,0,0,0,26,5,0,6,0
"257",18,0,0,223.7777777778,2,9,0,0,0,1,0,0,2,40,2,0,0,0,0,0,0,0,3,316,173,36,0,1,0,0,9,0,0,4,0,0,0,0,0,0,0,87,0,10.2666666666,1,6,0,0,0,0,3,0,5,0,1915,0,12.2301282052,0,34,0,0,0,16,0,0,0,0,0,0,0,12,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,74,93,0,0,0,6,2,35,0,6,2,0,0,51.68,1,0,6.1,5,0,2,2,0
"258",6,0,0,105,0,3,0,0,0,0,0,0,0,3,47,0,0,9,0,0,0,0,8,2,248,9,0,0,0,0,22.8333333334,0,0,1,0,0,0,0,0,0,0,18,0,65.5333333317,0,0,0,0,0,14,5,0,0,0,793.9675,0,66.5355769234,0,2,0,0,4,11,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,109.8,0,0,0,0,8,4,0,0,1,0,1,11,0,0,1,0,0,12.24,0,0,12,0,0,3,6,0
"259",0,0,3.6666666667,0,0,0,0,0,0,0,0,16,0,0,2,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349.4666666578,0,0,0,0,0,21,0,0,2,0,9,0,21.8451923078,0,0,0,0,8,53,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,0
"260",0,0,0,348.4444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,49.85,5.9166666667,0,4.7454545454,0,0,6,0,0,0,0,4,0,0,6.2666666666,0,1,0,0,0,1,0,0,824.5,0,1,0,1,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,32,0,0,23.0000000002,0,0,5.7485714287,43,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,109.8,0,0,0,15,0
"261",0,0,0,5589.333333336,0,0,18,0,0,0,1,0,0,0,10,0,127.8166666659,0,0,1,0,39,0,0,0,0,0,0,0,6.975,0,0,49.9454545448,0,6,26,4.09375,0,4,0,5,0,0,1.1333333333,1,2,0,0,0,1,0,2,129,0,0,1,0,0,1,0,1,2,1,18,0,0,0,0,0,0,0,2,0,3.5,27,0,2,13,0,16.56,368.8628571477,1,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,1901.4,0,0,3,0,4
"262",0,0,0,1876.8888888898,0,0,6,0,0,0,0,7,0,0,8,0,51.4499999997,28,0,0,2,181,0,0,0,0,0,0,0,53.825,0,1,115.8545454543,0,64,129,5,0,56,0,1,0,0,0,0,1,0,0,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,21,0,0,0,0,76,269.5428571465,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,48.0133333334,697.6,0,0,17,0,36
"263",0,35.5,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,21,0,0,0,0,2,0,0,8.975,3,0,8,0,0,3,0,0,832,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,44,0,0,7.5,3,2,0,0,0,213.56,8.1657142858,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,36.1066666672,31.5,0,0,14,0,0
"264",0,42.75,0,85,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,2,0,0,14,1.8727272727,0,0,1,0,0,618,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,98.84,0,0,0,0,0,0,0,0,33,0,2,0,0,0,0,0,16,0,0,0,0,9.5200000001,1,0,0,7,0,0
"265",0,0,0,2885.1111111124,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,22,0,0,0,0,0,1.44,116,2.85,0,0,0,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,3,4,0,0,0,1,0,2,0,1,0,4,0,0,1,0,0,9,2,0,0,0,0,8,0,0,0,1,0,2,0,0,0,0,4,8.3615873016,0,0,0,3,0,0,0,0,8,0,0
"266",0,1,0,10474.3333333378,37,0,0,0,187.16,0,0,0,0,0,0,1,0,0,1,36.8,0,0,0,0,0,0,0,4,0,0,21.8333333334,66,0,0,0,0,0,88.76,36,10.85,27,0,1,1.1333333333,4,5,0,0,0,0,0,47,3,0,0,0,0,0,8,0,5,45,10,0,0,0,2.04,0,4,0,3,0,20,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,21.0847619048,0,0,0,2,1,0,0,42,4,10,0
"267",0,0,0,8079.6666666687,108,6,0,0,244.16,2,1,0,5,2,2,13,0,0,3,61.8,0,0,0,14,0,0,0,15,0,0,3,24,0,3.2,0,0,0,5,5,41,34,0,0,0,63,13.6285714286,0,0,0,6,45.9,1,0,0,1713.945,1,0,0,38,0,2,98,5,0,0,9,4.12,0,2.8511904762,1,15,1,4,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,58.0847619048,0,0,495.04,1,0,0,0,102,1,8,0
"268",2,0,0,8390.7777777784,27,2,0,0,373.32,3,6,0,6,6,1,5,0,49,3,1,0,0,0,520,44,8,0,10,0,0,5,1,0,1,0,0,0,0,0,13,11,38,0,4.1333333333,20,3,0,0,0,2,772,0,6,3.6,6735.865,5,0,0,33,0,0,36,7,0,0,0,0,0,42.255952381,2,5,0,5,0,0,2,8,0,0,0,1.5828571429,0,1,0,0,0,123,11,0,0,0,4,28,191,1,23,31.7231746032,0,0,82.96,0,0,0,1,38,0,6,0
"269",0,0,3,4761.8888888889,6,5,0,1,165.16,0,3,0,0,12,0,2,21.5333333332,133,4,0,0,0,6,292,152,3,0,2,0,0,2,0,0,1.6,0,0,0,0,0,0,7,9,0,42.3999999999,0,0,2,0,0,1,7,0,0,0,3128.985,0,8.2301282052,2,1,0,3,0,2,1,0,0,0,0,0,3,46,1,2,0,0,1,4,0,0,0,0,0,1,0,0,0,133,10,0,0,0,0,0,8,0,1,24,0,0,12.24,3,0,0,0,5,0,1,0
"270",0,0,0,2161.5555555556,0,1,0,2,0,1,0,0,0,8,50,0,0,6,0,0,0,0,0,9,178,1,0,2,0,0,0,0,0,0,0,0,0,1.44,1,0,1,17,0,19.333333333,0,0,0,0,0,4,9,0,17,6,1158.9875,0,17.075320513,0,8,0,0,6,70,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,27,1,0,0,0,157.875,824,2,0,5,2,0,1,2.72,0,0,1.7,2,0,0,4,0
"271",0,0,3,826.7777777779,0,0,0,15,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,102,0,9.7999999998,0,1,0,0,0,5,0,0,49,0,29,0,2,0,4,0,0,13,34,45,0,0,0,0,0,0,0,0,0,6.5,2,0,0,1,2,0,0,55.8,0,0,0,0,0,0,0,1,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"272",0,0,0,165.6666666667,0,0,0,28,165.16,0,0,0,0,0,1,0,5.3833333333,1,0,0,0,20,0,0,4,0,0,1,0,0,2,0,17.9818181816,0,1.72,4,0,0,0,0,1,0,0,5.6666666665,0,9,0,0,0,0,0,0,366,0,4,0,5.6150641026,0,0,0,0,0,12,43,0,0,0,0,0,0,0,0,0,9,16,0,0,12.8571428572,0,0,25.6628571432,16,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,130,0,0,0,33,0
"273",0,8.25,0,394.6666666668,0,0,15,25,0,0,0,0,0,0,2,0,51.6833333331,1,0,0,0,54,0,0,0,0,2,0,0,76.55,2,0,69.4363636356,0,53,13,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7069,0,0,0,0,0,1,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,399.5371428613,6,0,0,0,0,0,0,0,89,6,0,0,0,0,0,1,0,0,1.36,0,1,952.5,0,2,0,0,0
"274",0,0,0,25,0,0,0,6,1,0,0,0,0,0,5,0,1,10,0,0,0,42,0,0,0,0,2,0,0,275.05,0,0,258.9636363632,0,40,18,0,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,126.4,328.9657142888,24,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,6.5200000001,123,0,0,2,0,0
"275",0,59,0,14,0,0,0,7,0,0,0,0,0,0,1,0,0,14,0,0,2,29,0,0,0,0,1,0,0,63.75,15.7500000001,0,117.7454545454,0,0,2,0,0,97,0,0,0,0,0,1,0,0,0,0,4,0,0,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,0,0,39,0,0,1,0,0,0,0,0,330.04,25.9142857145,11,0,0,0,0,0,0,29,1,10,0,0,0,0,0,4,0,2,0,0,5.0133333334,6,0,0,15,1,0
"276",0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,2,1,0,0,0,0,49,1,2,0,0,0,0,0,0,0,0,0,37,0,0,8,3,0,7,0,0,0,0,0,0,0,62,0,0,0,0,0,0,7,0,1,0,2,0,0,11,0,3,0,6,0,0,0,0,0,0,0,1,70.28,3,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,2,0,0,0,0,6.5200000001,4,0,0,18,1,0
"277",0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,5,0,15.9,10.9166666667,8,1.8727272727,0,0,0,0,10.44,3,1,0,2,5,0,1,44,0,0,0,0,0,5,30,0,0,2,0,0,0,1,0,3,0,1,0,0,3,0,1,0,3,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3615873016,0,0,0,0,1.5066666667,0,0,0,29,0,0
"278",0,0,0,49.7777777778,14,0,0,0,502.48,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,7.95,27.7500000001,32,0,0,0,0,0,160.44,0,28.85,21,0,1,0,0,14,0,0,0,5,0,2,2,0,0,10,0,0,54,4,1,16,14,0,0,0,0,0,1,0,2,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0847619048,0,0,2.72,7,0,0,0,0,7,1,0
"279",0,0,0,39,91,2,0,0,58,1,0,5,6,4,0,2,5.3833333333,0,0,5,0,0,0,1,0,1,2,3,2,3.975,6,14,0,0,0,0,0,0,0,17.7,33,0,0,0,21,12,0,0,0,14,7,0,5,0,3956.875,82,0,0,132,0,2,15,3,0,0,3,0,0,21.4047619048,0,17,0,1,1,0,7.7,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,28,0,72,27.7231746032,0,3,1044.48,16,0,0,49,14,34,10,0
"280",0,0,0,31,17,9,0,0,18,2,0,3,8,23,17,0,0,0,2,1,0,0,0,127,40,4,0,1,0,0,3,1,0,0,0,0,0,0,0,2,37,1,0,3,1,5,0,0,0,2,2792,10,2,0,9578.8675,72,0,0,31,0,1,4,1,0,0,0,0,0,2,0,2,0,5,9,0,1,6,0,0,0,0,0,5,0,0,0,69,18,0,0,0,0,17,144,0,3,37,0,0,44.88,19,0,0,21,2,2,6,0
"281",2,0,51.6666666669,15,1,4,0,0,0,1,0,0,0,86,23,0,0,1,0,1,0,0,0,102,131,8,0,2,1,0,1,0,0,0,1,0,0,0,2,10,2,343,0,21.4666666663,0,4,0,0,0,1,0,2,2,0,6243.8675,89,8.2301282052,0,10,0,0,1,3,2,0,0,0,0,0,0,3,0,3,17.5,0,2,0,0,0,0,0,1,0,0,0,0,62,5,0,0,0,0,0,4,0,2,32,3,0,17.68,7,0,2,1,1,0,11,0
"282",0,0,0,0,0,0,0,0,0,0,0,0,0,9,216,0,0,0,0,0,0,0,0,0,118,3,0,0,0,0,1,0,3.7454545454,0,0,0,0,0,0,0,2,39,0,5.3999999999,0,2,0,0,0,2,0,1,1,0,436.99,7,10.6150641026,0,0,0,1,35,10,0,0,0,0,0,0,0,0,0,0,7,13,0,0,5.4285714286,0,0,35.2400000009,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,8.3615873016,0,0,2.72,3,0,18.6,0,0,3,6,0
"283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1.8727272727,0,0,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,29,7,1,0,0,0,0,16,7,2,0,0,0,0,0,0,0,0,0,14,1,0,0,2,0,0,208.2914285752,8,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,7,0,296.9,0,0,0,19,0
"284",0,2,0,320.4444444446,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.727272727,0,0,1,0,0,97,0,3,1,0,0,0,0,0,0,0,0,0,0,32,0,2,1,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,10.32,169.8857142885,3,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,4,2.5066666667,282.4,0,0,0,3,0
"285",0,3,0,665.7777777781,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,320,0,0,19.7454545454,1,2,0,0,0,452,0,1,0,0,0,0,0,0,0,0,1,0,0,34,0,1,0,0,0,3,1,1,0,0,10,0,0,0,2,0,0,0,1,0,0,0,0,4,2,0,122.96,736.7314285806,1,0,0,0,0,0,0,1,57,13,0,0,0,0,0,0,0,0,0,0,0,631.9,0,0,0,0,0
"286",0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,461.275,2,0,31.4909090908,0,0,0,0,0,209,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,12,4,0,8,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,19.6,69.4114285719,1,0,0,0,0,0,0,2,3,18,0,0,0,0,0,0,0,0,0,0,2,107.6,0,0,0,0,0
"287",0,5.75,0,137.3333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,430.3,3,0,0,0,0,0,0,0,22,5.85,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,17,7,0,1,0,0,0,0,1,0,0,27,1,0,0,0,0,0,0,1,0,1.5828571429,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"288",0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.925,4.9166666667,4,0,0,0,0,0,0,4,4.85,3,0,0,0,0,2,0,0,0,0,0,35.4,1,0,0,0,0,0,0,1,4,0,0,0,0,0,24.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,13,0,0
"289",0,0,0,0,2,0,0,1,341.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,13,1.8727272727,0,0,0,0,0,1,3.85,24,0,0,0,1,8,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,7,0,0,0,0,0,1,26.3257142864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0
"290",0,0,6.6666666668,826.0000000004,11,0,0,0,200.16,0,0,0,0,0,15,8,0,0,0,1,0,0,0,0,0,0,0,6,0,0,7,13,0,0,0,0,0,25.6,2,3,133,0,1,0,7,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,118.3828571459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,8,0,5,0
"291",0,0,0,392.1111111113,64,5,0,0,505.48,0,0,1,0,1,3,34,0,0,0,4.56,0,0,0,0,0,1,0,6,182,0,11.8333333334,4,0,85.4,1.72,0,0,24.96,0,24.7,100,26,0,0,7,1,0,0,0,1,70,0,0,0,1474.925,3,0,0,100,0,0,26,0,0,0,0,0,0,1.8511904762,0,12,0,0,7,0,6,0,0,0,0,45.4114285719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,0,23.12,1,0,0,0,27,0,9,0
"292",21,0,0,965.555555556,16,56,0,0,18,3,0,0,0,6,2,3,0,0,0,0,0,0,1,115,0,1,3,3,1189,0,15,0,1,379,0,0,0,2,0,3,17,5,0,0,42,2,0,0,0,21,122.8,0,3,0,8105.6625,10,1,0,2113,0,1,1,24,0,0,2,0,0,1,0,8,0,1,5.5,0,5,25,0,0,0,4.5828571429,0,0,0,0,0,92,0,0,0,0,0,1,23,0,29,0,0,0,1364.08,2,0,1,7,7,0,11,0
"293",4,0,0,3046.6666666681,7,28,0,0,497.48,0,0,3,1,101,11,0,0,0,3,0,0,0,0,614,65,23,0,3,84,0,67.5000000002,1,1.8727272727,11.2,0,0,0,0,5,0,1,5,0,20.3999999994,27,1,0,0,0,4,574.45,0,0,2.4,3152.905,0,5.2301282052,0,612,2,0,4,60,0,1,1,1,0,0,0,0,0,0,0,0,2,23,0,0,0,1.5828571429,0,0,0,0,0,140,28,1,0,0,22,194,395,0,9,33.7231746032,0,3,267.92,0,0,1,2,9,1,38,0
"294",1,0,0,4,1,10,0,0,165.16,0,0,0,0,10,140,0,0,0,0,0,0,0,0,16,97,12,0,0,1,0,8,0,0,3,0,0,0,0,0,1,0,0,0,31.1999999992,0,0,0,0,0,1,0,1,0,1.2,94,0,15.2301282052,0,12,0,0,3,140,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,15,6,0,2,34.3615873016,0,0,35.36,1,0,0,0,0,1,29,0
"295",0,0,0,91.5555555556,0,1,0,0,165.16,1,0,0,0,3,19,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,3,301.375,0,2,0,15.6150641026,0,0,0,0,4,163,9,0,0,0,0,0,0,0,0,0,15,6,0,1,23.8571428572,0,3.32,31.1600000006,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5.44,0,0,55.2,0,1,0,101,0
"296",0,0,0,0,0,0,0,0,495.48,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,453.15,2,0,3.7454545454,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7644.5,0,1,0,2.6150641026,0,0,1,0,31,69,59,0,0,0,0,0,0,0,0,0,0,2,0,0,49.8571428574,0,0,553.3314285791,6,0,0,0,0,0,0,0,33,2,0,0,0,0,0,8.7231746032,0,0,0,1,0,446.2,0,0,1,48,0
"297",0,0,0,366.2222222224,1,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,342.05,1,0,34.7090909086,0,3.72,0,0,0,34,0,6,0,0,0,0,0,0,0,0,9,0,0,13339,0,0,2,0,0,0,0,0,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,2,11.8571428572,0,0,2149.171428616,0,0,0,0,0,0,0,0,89,2,0,0,0,0,0,6.3615873016,0,0,0,1,0,974.9,0,0,0,14,0
"298",0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,235.225,4,0,25.2363636362,0,14,1,1,0,369,0,2,0,0,0,0,0,0,0,0,15,0,0,1289,0,0,0,0,0,0,2,0,1,1,4,0,0,0,16,0,0,0,0,0,3,0,0,1,0,0,12.32,1250.8285714515,0,0,0,0,0,0,0,17,4,17,18,0,0,0,0,1,0,0,0,1,0,726.9,0,0,3,0,0
"299",0,47.75,0,0,0,0,0,0,337.32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,1,15.9166666667,1,27.3636363635,0,1.72,0,0,0,545,0,0,5,0,0,0,0,0,0,0,3,0,0,272,0,0,0,0,0,0,6,3,0,0,5,1,0,0,0,3,0,9,0,0,0,0,0,2,0,5,3,29.9942857148,1,0,0,0,0,0,0,10,0,12,0,0,0,0,0,3,0,0,0,0,0,11.4,0,0,5,0,0
"300",0,0,0,91.5555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
